Provinsi,Kab Kota,Kecamatan,Desa,Tanggal,Waktu,Satelit,Confidence,TN,TX,TAVG,RR,FF_AVG
Kalimantan Timur,BERAU,Sambaliung,Bena Baru,45139,12:36 WIB,NASA-NOAA20,Medium,24.2,35.5,28.6,0.0,2.0
Kalimantan Timur,BERAU,Segah,Siduung Indah,45167,12:10 WIB,NASA-NOAA20,Medium,23.8,33.6,29.0,0.0,2.0
Kalimantan Timur,BERAU,Kelay,Lesan Dayak,45160,12:42 WIB,NASA-NOAA20,Medium,24.2,33.8,28.1,0.3,1.0
Kalimantan Barat,KETAPANG,Sungai Laur,Lanjut Mekar Sari,45155,13:27 WIB,NASA-MODIS,Medium,24.4,33.8,28.0,0.0,3.0
Kalimantan Barat,KETAPANG,Hulu Sungai,Senduruhan,45157,13:12 WIB,NASA-MODIS,Medium,24.3,34.0,28.9,0.0,4.0
Kalimantan Barat,KUBU RAYA,Batu Ampar,Batu Ampar,45100,13:05 WIB,NASA-NOAA20,Medium,23.8,33.0,27.2,52.4,2.0
Kalimantan Barat,KETAPANG,Jelai Hulu,Limpang,45153,13:42 WIB,NASA-MODIS,Medium,23.0,33.4,27.7,0.0,4.0
Kalimantan Timur,BERAU,Segah,Bukit Makmur,45148,01:06 WIB,NASA-MODIS,Medium,23.7,34.4,27.4,23.5,1.0
Kalimantan Barat,KUBU RAYA,Sungai Raya,Sungaiasam,45125,13:46 WIB,NASA-MODIS,Medium,24.4,34.4,28.4,0.0,2.0
Kalimantan Barat,KETAPANG,Nanga Tayap,Pangkalan Teluk,45139,12:33 WIB,NASA-NOAA20,Medium,24.4,34.2,28.5,0.0,4.0
Kalimantan Tengah,BARITO SELATAN,Gunung Bintang Awai,Bipak Kali,45159,12:59 WIB,NASA-MODIS,Medium,24.8,35.0,28.8,0.0,1.0
Kalimantan Tengah,KOTAWARINGIN BARAT,Kumai,Teluk Pulai,45160,12:40 WIB,NASA-NOAA20,Medium,22.8,32.6,26.9,0.0,3.0
Kalimantan Barat,KETAPANG,Simpang Dua,Batu Daya,45157,13:37 WIB,NASA-NOAA20,Medium,24.3,34.0,28.9,0.0,4.0
Kalimantan Tengah,BARITO SELATAN,Jenamas,Tampulang,45155,13:27 WIB,NASA-MODIS,Medium,21.8,34.1,27.4,0.0,1.0
Kalimantan Barat,KETAPANG,Matan Hilir Selatan,Sungai Pelang,45153,09:49 WIB,NASA-MODIS,Medium,23.0,33.4,27.7,0.0,4.0
Kalimantan Barat,KETAPANG,Sungai Laur,Kepari,45145,12:23 WIB,NASA-NOAA20,Medium,24.3,30.0,27.2,1.5,3.0
Kalimantan Barat,KETAPANG,Muara Pawan,Tanjung Pura,45154,12:55 WIB,NASA-NOAA20,Medium,23.9,33.4,27.9,0.0,3.0
Kalimantan Barat,KETAPANG,Matan Hilir Selatan,Pematang Gadung,45157,00:58 WIB,NASA-NOAA20,Medium,24.3,34.0,28.9,0.0,4.0
Kalimantan Barat,KETAPANG,Matan Hilir Selatan,Sungai Besar,45155,09:32 WIB,NASA-MODIS,Medium,24.4,33.8,28.0,0.0,3.0
Kalimantan Barat,KETAPANG,Nanga Tayap,Pateh Benteng,45148,13:05 WIB,NASA-NOAA20,Medium,23.8,33.3,27.9,0.0,4.0
Kalimantan Timur,BERAU,Teluk Bayur,Tumbit Melayu,45138,13:03 WIB,NASA-MODIS,Medium,22.8,36.5,27.8,0.0,2.0
Kalimantan Barat,KETAPANG,Kendawangan,Sungai Jelayan,45146,13:42 WIB,NASA-MODIS,Medium,24.4,34.0,28.7,8888.0,3.0
Kalimantan Utara,BULUNGAN,Tanjung Palas Tengah,Salimbatu,2023-08-27 00:00:00,12:48 WIB,NASA-NOAA20,Medium,25.0,34.6,29.3,0.0,1.0
Kalimantan Barat,KETAPANG,Sungai Melayu Rayak,Makmur Abadi,45151,01:11 WIB,NASA-NOAA20,Medium,22.6,33.2,27.2,0.0,3.0
Kalimantan Timur,BERAU,Biatan,Biatan Ulu,45145,12:23 WIB,NASA-NOAA20,Medium,25.0,35.1,28.7,8888.0,2.0
Kalimantan Timur,BERAU,Kelay,Merapun,45147,00:43 WIB,NASA-NOAA20,Medium,23.0,35.8,27.3,24.3,1.0
Kalimantan Timur,BERAU,Kelay,Merapun,45160,00:00 WIB,NASA-NOAA20,Medium,24.2,33.8,28.1,0.3,1.0
Kalimantan Barat,KETAPANG,Matan Hilir Selatan,Sungai Bakau,45137,13:12 WIB,NASA-NOAA20,Medium,23.0,33.8,28.2,0.0,4.0
Kalimantan Barat,KETAPANG,Pemahan,Muara Gerunggang,45141,13:37 WIB,NASA-NOAA20,Medium,22.9,34.0,27.6,7.0,3.0
Kalimantan Barat,KETAPANG,Simpang Hulu,Botuh Bosi,45135,13:50 WIB,NASA-NOAA20,Medium,23.3,33.4,27.8,0.0,4.0
Kalimantan Barat,KUBU RAYA,Sungai Kakap,Pungur Kecil,45147,00:43 WIB,NASA-NOAA20,Medium,22.0,33.0,27.0,0.0,2.0
Kalimantan Timur,BERAU,Kelay,Long Sului,45159,12:59 WIB,NASA-MODIS,Medium,24.0,34.9,27.6,27.4,1.0
Kalimantan Tengah,BARITO UTARA,Montallat,Ruji,45141,00:58 WIB,NASA-NOAA20,Medium,23.0,35.1,28.7,13.9,0.0
Kalimantan Barat,KETAPANG,Benua Kayong,Negeri Baru,45168,00:52 WIB,NASA-NOAA20,Medium,24.0,33.8,28.0,0.0,4.0
Kalimantan Tengah,BARITO SELATAN,Dusun Hilir,Sungai Jaya,45147,21:18 WIB,NASA-MODIS,Medium,23.6,32.0,26.9,0.0,1.0
Kalimantan Timur,BERAU,Teluk Bayur,Labanan Jaya,45136,13:16 WIB,NASA-MODIS,Medium,22.4,34.0,27.6,0.0,2.0
Kalimantan Tengah,BARITO SELATAN,Dusun Hilir,Sungai Jaya,45153,09:49 WIB,NASA-MODIS,Medium,23.0,32.8,27.3,0.0,1.0
Kalimantan Timur,BERAU,Kelay,Merasa,45145,12:23 WIB,NASA-NOAA20,Medium,25.0,35.1,28.7,8888.0,2.0
Kalimantan Barat,KETAPANG,Nanga Tayap,Kayung Tuhe,45134,13:31 WIB,NASA-MODIS,Medium,24.0,32.6,28.5,0.0,3.0
Kalimantan Barat,KETAPANG,Matan Hilir Selatan,Sungai Pelang,45166,12:27 WIB,NASA-NOAA20,Medium,24.2,33.8,28.3,0.0,4.0
Kalimantan Barat,KUBU RAYA,Sungai Ambawang,Bengkarek,45154,12:53 WIB,NASA-NOAA20,Medium,23.2,34.8,27.4,0.0,2.0
Kalimantan Barat,KETAPANG,Nanga Tayap,Cegolak,45138,12:55 WIB,NASA-NOAA20,Medium,23.6,34.2,28.6,0.0,4.0
Kalimantan Barat,KETAPANG,Hulu Sungai,Sekukun,45169,13:25 WIB,NASA-MODIS,Medium,24.1,33.6,28.5,0.0,4.0
Kalimantan Tengah,KOTA PALANGKARAYA,Sabangau,Kelurahan Kalampangan,45165,00:07 WIB,NASA-NOAA20,Medium,23.0,34.8,28.3,0.0,2.0
Kalimantan Barat,KETAPANG,Nanga Tayap,Pangkalan Teluk,45150,13:14 WIB,NASA-MODIS,Medium,22.5,32.3,26.6,0.0,3.0
Kalimantan Barat,KETAPANG,Kendawangan,Seriam,45137,13:59 WIB,NASA-MODIS,Medium,23.0,33.8,28.2,0.0,4.0
Kalimantan Barat,KETAPANG,Jelai Hulu,Pangkalan Suka,45151,13:50 WIB,NASA-NOAA20,Medium,22.6,33.2,27.2,0.0,3.0
Kalimantan Tengah,BARITO SELATAN,Dusun Utara,Sungai Telang,45165,12:48 WIB,NASA-NOAA20,Medium,23.2,34.6,28.2,0.0,1.0
Kalimantan Timur,BERAU,Tabalar,Tabalar Ulu,45139,12:36 WIB,NASA-NOAA20,Medium,24.2,35.5,28.6,0.0,2.0
Kalimantan Barat,KETAPANG,Jelai Hulu,Karang Dangin,45167,13:50 WIB,NASA-NOAA20,Medium,23.6,34.8,29.0,0.0,4.0
Kalimantan Barat,KETAPANG,Nanga Tayap,Pangkalan Suka,45142,13:20 WIB,NASA-NOAA20,Medium,24.4,34.6,29.7,0.0,4.0
Kalimantan Timur,BERAU,Segah,Tepian Buah,45142,12:33 WIB,NASA-MODIS,Medium,24.6,35.6,28.6,0.0,1.0
Kalimantan Barat,KETAPANG,Tumbang Titi,Mahawa,45154,12:55 WIB,NASA-NOAA20,Medium,23.9,33.4,27.9,0.0,3.0
Kalimantan Timur,BERAU,Biatan,Biatan Bapinang,45140,12:48 WIB,NASA-MODIS,Medium,23.8,35.2,28.8,0.0,2.0
Kalimantan Barat,KUBU RAYA,Terentang,Terentang Hulu,45099,13:37 WIB,NASA-MODIS,Medium,23.5,34.8,28.3,9.2,2.0
Kalimantan Barat,KETAPANG,Sungai Laur,Tanjung Maju,45153,13:12 WIB,NASA-NOAA20,Medium,23.0,33.4,27.7,0.0,4.0
Kalimantan Barat,KETAPANG,Air Upas,Harapan Baru,45151,13:50 WIB,NASA-NOAA20,Medium,22.6,33.2,27.2,0.0,3.0
Kalimantan Barat,KETAPANG,Matan Hilir Selatan,Sungai Pelang,45156,01:49 WIB,NASA-MODIS,Medium,24.0,34.2,28.1,0.0,4.0
Kalimantan Barat,KUBU RAYA,Batu Ampar,Tasik Malaya,45158,13:20 WIB,NASA-NOAA20,Medium,23.8,34.0,27.7,0.0,3.0
Kalimantan Barat,KETAPANG,Hulu Sungai,Benua Krio,45153,13:12 WIB,NASA-NOAA20,Medium,23.0,33.4,27.7,0.0,4.0
Kalimantan Barat,KETAPANG,Simpang Hulu,Kualan Tengah,45133,12:50 WIB,NASA-MODIS,Medium,24.5,33.2,28.3,0.0,3.0
Kalimantan Timur,BERAU,Biatan,Biatan Ilir,45152,11:51 WIB,NASA-NOAA20,Medium,23.8,34.1,27.3,26.7,1.0
Kalimantan Barat,KETAPANG,Nanga Tayap,Kayung Tuhe,45160,09:38 WIB,NASA-MODIS,Medium,24.2,34.4,28.5,0.0,4.0
Kalimantan Barat,KETAPANG,Nanga Tayap,Simpang Tiga Sembelangaan,45150,13:14 WIB,NASA-MODIS,Medium,22.5,32.3,26.6,0.0,3.0
Kalimantan Barat,SINTANG,Sungai Tebelian,Bancoh,2023-08-28 00:00:00,12:27 WIB,NASA-NOAA20,Medium,22.0,33.2,26.8,0.4,1.0
Kalimantan Barat,KETAPANG,Hulu Sungai,Lubuk Kakap,45142,13:20 WIB,NASA-NOAA20,Medium,24.4,34.6,29.7,0.0,4.0
Kalimantan Barat,KETAPANG,Muara Pawan,Tempurukan,45079,12:59 WIB,NASA-NOAA20,Medium,25.6,35.0,30.0,0.0,3.0
Kalimantan Barat,KUBU RAYA,Sungai Ambawang,Simpang Kanan,45153,13:14 WIB,NASA-NOAA20,Medium,21.8,34.6,26.5,0.0,2.0
Kalimantan Tengah,KOTA PALANGKARAYA,Jekan Raya,Kelurahan Petuk Katimpun,45156,01:15 WIB,NASA-NOAA20,Medium,23.4,34.1,28.0,0.0,3.0
Kalimantan Timur,BERAU,Sambaliung,Bena Baru,45142,12:33 WIB,NASA-MODIS,Medium,24.6,35.6,28.6,0.0,1.0
Kalimantan Barat,KETAPANG,Tumbang Titi,Tanjung Maloi,45152,13:31 WIB,NASA-NOAA20,Medium,23.3,33.0,27.4,0.0,3.0
Kalimantan Barat,KETAPANG,Hulu Sungai,Kenyabur,45136,13:31 WIB,NASA-NOAA20,Medium,23.7,33.6,28.3,0.0,4.0
Kalimantan Barat,KETAPANG,Hulu Sungai,Kenyabur,45137,13:12 WIB,NASA-NOAA20,Medium,23.0,33.8,28.2,0.0,4.0
Kalimantan Barat,KETAPANG,Hulu Sungai,Benua Krio,45157,13:37 WIB,NASA-NOAA20,Medium,24.3,34.0,28.9,0.0,4.0
Kalimantan Barat,KUBU RAYA,Sungai Raya,Limbung,45154,12:53 WIB,NASA-NOAA20,Medium,23.2,34.8,27.4,0.0,2.0
Kalimantan Barat,KETAPANG,Sungai Laur,Mekar Harapan,45104,13:31 WIB,NASA-NOAA20,Medium,23.9,32.9,27.6,0.0,3.0
Kalimantan Timur,BERAU,Batu Putih,Tembudan,45155,12:36 WIB,NASA-NOAA20,Medium,24.0,34.0,27.8,4.5,2.0
Kalimantan Barat,KETAPANG,Sandai,Sandai,45162,13:25 WIB,NASA-MODIS,Medium,24.9,34.0,28.7,4.3,3.0
Kalimantan Timur,BERAU,Segah,Tepian Buah,45134,12:29 WIB,NASA-NOAA20,Medium,24.0,33.4,28.1,0.0,2.0
Kalimantan Barat,KETAPANG,Pemahan,Muara Semayok,2023-08-13 00:00:00,13:57 WIB,NASA-MODIS,Medium,22.6,33.2,27.2,0.0,3.0
Kalimantan Barat,KETAPANG,Nanga Tayap,Cegolak,45148,13:29 WIB,NASA-MODIS,Medium,23.8,33.3,27.9,0.0,4.0
Kalimantan Barat,KETAPANG,Tumbang Titi,Batu Beransak,45104,00:52 WIB,NASA-NOAA20,Medium,23.9,32.9,27.6,0.0,3.0
Kalimantan Barat,KUBU RAYA,Batu Ampar,Tanjungharapan,45160,09:38 WIB,NASA-MODIS,Medium,24.3,31.1,26.4,0.0,2.0
Kalimantan Barat,KETAPANG,Matan Hilir Selatan,Pesaguan Kanan,45167,21:50 WIB,NASA-MODIS,Medium,23.6,34.8,29.0,0.0,4.0
Kalimantan Barat,KETAPANG,Marau,Rangkung,45159,12:59 WIB,NASA-NOAA20,Medium,24.3,33.8,28.6,0.0,4.0
Kalimantan Barat,KETAPANG,Simpang Hulu,Kualan Hulu,45126,13:20 WIB,NASA-NOAA20,Medium,25.0,34.2,28.8,0.0,4.0
Kalimantan Barat,KETAPANG,Sungai Laur,Lanjut Mekar Sari,45157,13:12 WIB,NASA-MODIS,Medium,24.3,34.0,28.9,0.0,4.0
Kalimantan Timur,BERAU,Tabalar,Tubaan,45160,12:42 WIB,NASA-NOAA20,Medium,24.2,33.8,28.1,0.3,1.0
Kalimantan Barat,KUBU RAYA,Kuala Mandor B,Kuala Mandor B,45144,12:42 WIB,NASA-NOAA20,Medium,23.9,33.6,27.3,0.0,2.0
Kalimantan Barat,KETAPANG,Hulu Sungai,Riam Dadap,45153,13:12 WIB,NASA-NOAA20,Medium,23.0,33.4,27.7,0.0,4.0
Kalimantan Barat,KETAPANG,Sandai,Sandai,45136,13:16 WIB,NASA-MODIS,Medium,23.7,33.6,28.3,0.0,4.0
Kalimantan Barat,KUBU RAYA,Batu Ampar,Tasik Malaya,45143,21:52 WIB,NASA-MODIS,Medium,24.4,34.4,28.2,0.0,2.0
Kalimantan Barat,KUBU RAYA,Terentang,Betuah,2023-08-14 00:00:00,12:59 WIB,NASA-MODIS,Medium,22.7,33.4,26.6,0.0,2.0
Kalimantan Barat,KUBU RAYA,Terentang,Betuah,45152,12:59 WIB,NASA-MODIS,Medium,22.7,33.4,26.6,0.0,2.0
Kalimantan Tengah,KOTAWARINGIN TIMUR,Tualan Hulu,Tumbang Mujam,45101,12:48 WIB,NASA-NOAA20,Medium,21.6,33.5,27.3,0.0,1.0
Kalimantan Barat,KETAPANG,Singkup,Pantai Ketikal,45138,12:55 WIB,NASA-NOAA20,Medium,23.6,34.2,28.6,0.0,4.0
Kalimantan Barat,KUBU RAYA,Sungai Raya,Sungaibulan,45132,13:05 WIB,NASA-NOAA20,Medium,23.6,33.8,27.4,0.0,2.0
Kalimantan Timur,BERAU,Gunung Tabur,Maluang,2023-08-31 00:00:00,13:14 WIB,NASA-NOAA20,Medium,25.1,36.2,29.6,0.0,2.0
Kalimantan Barat,KETAPANG,Matan Hilir Selatan,Sungai Nanjung,45169,00:32 WIB,NASA-NOAA20,Medium,24.1,33.6,28.5,0.0,4.0
Kalimantan Barat,KETAPANG,Sandai,Randau Jungkal,45140,13:57 WIB,NASA-NOAA20,Medium,24.6,30.8,27.4,0.0,2.0
Kalimantan Barat,KETAPANG,Kendawangan,Pangkalan Batu,45168,00:52 WIB,NASA-NOAA20,Medium,24.0,33.8,28.0,0.0,4.0
Kalimantan Barat,KETAPANG,Simpang Dua,Kampar Sebomban,45153,13:12 WIB,NASA-NOAA20,Medium,23.0,33.4,27.7,0.0,4.0
Kalimantan Barat,KUBU RAYA,Batu Ampar,Sungaibesar,45132,13:05 WIB,NASA-NOAA20,Medium,23.6,33.8,27.4,0.0,2.0
Kalimantan Barat,KETAPANG,Sandai,Pendamaran Indah,45159,12:59 WIB,NASA-NOAA20,Medium,24.3,33.8,28.6,0.0,4.0
Kalimantan Timur,BERAU,Segah,Batu Rajang,45169,00:32 WIB,NASA-NOAA20,Medium,25.1,36.2,29.6,0.0,2.0
Kalimantan Barat,MELAWI,Menukung,Batas Nangka,2023-06-29 00:00:00,12:53 WIB,NASA-NOAA20,Medium,25.3,33.4,28.9,0.0,2.0
Kalimantan Barat,KETAPANG,Simpang Dua,Semandang Kanan,45151,13:50 WIB,NASA-NOAA20,Medium,22.6,33.2,27.2,0.0,3.0
Kalimantan Barat,KETAPANG,Kendawangan,Banjar Sari,45158,13:18 WIB,NASA-NOAA20,Medium,24.6,33.8,28.6,0.0,4.0
Kalimantan Barat,KETAPANG,Simpang Hulu,Sekucing Labai,45167,13:50 WIB,NASA-NOAA20,Medium,23.6,34.8,29.0,0.0,4.0
Kalimantan Barat,KUBU RAYA,Sungai Ambawang,Simpang Kanan,45151,10:04 WIB,NASA-MODIS,Medium,21.8,34.6,26.6,0.0,2.0
Kalimantan Timur,BERAU,Gunung Tabur,Tasuk,45146,12:04 WIB,NASA-NOAA20,Medium,23.5,36.0,28.7,8888.0,2.0
Kalimantan Barat,KETAPANG,Sungai Laur,Randau Limat,45154,12:53 WIB,NASA-NOAA20,Medium,23.9,33.4,27.9,0.0,3.0
Kalimantan Barat,KETAPANG,Kendawangan,Natai Kuini,45078,13:40 WIB,NASA-MODIS,Medium,25.6,33.8,29.4,0.0,3.0
Kalimantan Timur,BERAU,Biatan,Biatan Ilir,45167,12:10 WIB,NASA-NOAA20,Medium,23.8,33.6,29.0,0.0,2.0
Kalimantan Barat,KETAPANG,Sungai Laur,Bayun Sari,45157,13:37 WIB,NASA-NOAA20,Medium,24.3,34.0,28.9,0.0,4.0
Kalimantan Barat,SINTANG,Kayan Hilir,Tanjung Putar,2023-07-26 00:00:00,12:48 WIB,NASA-NOAA20,Medium,23.8,33.6,28.2,0.0,2.0
Kalimantan Barat,KETAPANG,Sungai Laur,Merabu Jaya,45155,12:33 WIB,NASA-NOAA20,Medium,24.4,33.8,28.0,0.0,3.0
Kalimantan Barat,SINTANG,Ambalau,Nanga Menantak,2023-08-05 00:00:00,13:16 WIB,NASA-MODIS,Medium,21.8,34.6,27.7,0.0,1.0
Kalimantan Barat,KETAPANG,Sandai,Alam Pakuan,2023-08-09 00:00:00,13:25 WIB,NASA-NOAA20,Medium,23.5,33.4,28.1,0.0,3.0
Kalimantan Tengah,KOTAWARINGIN BARAT,Arut Selatan,Medang Sari,45157,13:12 WIB,NASA-MODIS,Medium,19.4,33.2,27.3,0.0,2.0
Kalimantan Barat,KUBU RAYA,Rasau Jaya,Rasau Jaya Umum,45151,13:57 WIB,NASA-MODIS,Medium,21.8,34.6,26.6,0.0,2.0
Kalimantan Tengah,KOTA PALANGKARAYA,Sabangau,Kelurahan Danau Tundai,45167,09:30 WIB,NASA-MODIS,Medium,22.5,35.0,28.0,0.0,3.0
Kalimantan Barat,KETAPANG,Matan Hilir Selatan,Pesaguan Kanan,45162,13:25 WIB,NASA-MODIS,Medium,24.9,34.0,28.7,4.3,3.0
Kalimantan Barat,KUBU RAYA,Sungai Raya,Madu Sari,45146,01:04 WIB,NASA-NOAA20,Medium,21.5,33.6,26.2,8888.0,2.0
Kalimantan Barat,KETAPANG,Jelai Hulu,Pangkalan Suka,45143,13:14 WIB,NASA-MODIS,Medium,24.9,34.2,28.4,0.0,3.0
Kalimantan Barat,KETAPANG,Matan Hilir Selatan,Pesaguan Kanan,45158,09:58 WIB,NASA-MODIS,Medium,24.6,33.8,28.6,0.0,4.0
Kalimantan Timur,BERAU,Segah,Long Ayan,45119,12:53 WIB,NASA-MODIS,Medium,23.0,34.1,27.8,0.0,2.0
Kalimantan Barat,KETAPANG,Sandai,Randau,45167,12:10 WIB,NASA-NOAA20,Medium,23.6,34.8,29.0,0.0,4.0
Kalimantan Barat,KETAPANG,Sungai Melayu Rayak,Makmur Abadi,2023-08-15 00:00:00,13:42 WIB,NASA-MODIS,Medium,23.0,33.4,27.7,0.0,4.0
Kalimantan Barat,KETAPANG,Sungai Laur,Sinar Kuri,45156,13:57 WIB,NASA-NOAA20,Medium,24.0,34.2,28.1,0.0,4.0
Kalimantan Barat,KETAPANG,Kendawangan,Air Tarap,45169,00:32 WIB,NASA-NOAA20,Medium,24.1,33.6,28.5,0.0,4.0
Kalimantan Barat,KETAPANG,Simpang Dua,Semandang Kanan,45168,13:31 WIB,NASA-NOAA20,Medium,24.0,33.8,28.0,0.0,4.0
Kalimantan Barat,KUBU RAYA,Rasau Jaya,Rasau Jaya Umum,2023-08-29 00:00:00,13:50 WIB,NASA-NOAA20,Medium,23.3,34.6,28.6,0.8,2.0
Kalimantan Tengah,KOTAWARINGIN BARAT,Arut Selatan,Pasir Panjang,45133,21:37 WIB,NASA-MODIS,Medium,22.5,32.6,27.2,0.0,2.0
Kalimantan Timur,BERAU,Pulau Derawan,Teluk Semanting,45136,13:16 WIB,NASA-MODIS,Medium,22.4,34.0,27.6,0.0,2.0
Kalimantan Barat,KETAPANG,Jelai Hulu,Pangkalan Suka,45138,13:01 WIB,NASA-MODIS,Medium,23.6,34.2,28.6,0.0,4.0
Kalimantan Timur,BERAU,Teluk Bayur,Tumbit Melayu,45122,12:53 WIB,NASA-NOAA20,Medium,24.2,33.8,27.7,0.0,2.0
Kalimantan Timur,BERAU,Biduk-Biduk,Biduk-Biduk,45147,11:46 WIB,NASA-NOAA20,Medium,23.0,35.8,27.3,24.3,1.0
Kalimantan Barat,KETAPANG,Simpang Dua,Mekar Raya,45158,13:20 WIB,NASA-NOAA20,Medium,24.6,33.8,28.6,0.0,4.0
Kalimantan Barat,KETAPANG,Sungai Laur,Sinar Kuri,45157,13:12 WIB,NASA-MODIS,Medium,24.3,34.0,28.9,0.0,4.0
Kalimantan Barat,KETAPANG,Nanga Tayap,Betenung,45149,12:48 WIB,NASA-NOAA20,Medium,23.3,33.2,27.7,0.0,3.0
Kalimantan Barat,KETAPANG,Simpang Hulu,Merawa,45153,13:12 WIB,NASA-NOAA20,Medium,23.0,33.4,27.7,0.0,4.0
Kalimantan Barat,KUBU RAYA,Sungai Kakap,Pungur Kecil,45151,10:04 WIB,NASA-MODIS,Medium,21.8,34.6,26.6,0.0,2.0
Kalimantan Barat,KETAPANG,Sandai,Jago Bersatu,45158,13:20 WIB,NASA-NOAA20,Medium,24.6,33.8,28.6,0.0,4.0
Kalimantan Barat,KETAPANG,Simpang Hulu,Balai Pinang Hulu,45138,13:03 WIB,NASA-MODIS,Medium,23.6,34.2,28.6,0.0,4.0
Kalimantan Barat,KETAPANG,Nanga Tayap,Batu Mas,45142,00:39 WIB,NASA-NOAA20,Medium,24.4,34.6,29.7,0.0,4.0
Kalimantan Timur,BERAU,Gunung Tabur,Melati Jaya,45119,12:10 WIB,NASA-NOAA20,Medium,23.0,34.1,27.8,0.0,2.0
Kalimantan Tengah,BARITO UTARA,Montallat,Pepas,45152,00:52 WIB,NASA-NOAA20,Medium,23.3,31.7,27.3,0.0,0.0
Kalimantan Barat,KETAPANG,Simpang Dua,Semandang Kanan,45137,13:12 WIB,NASA-NOAA20,Medium,23.0,33.8,28.2,0.0,4.0
Kalimantan Barat,KETAPANG,Simpang Hulu,Kualan Hulu,2023-08-13 00:00:00,12:10 WIB,NASA-NOAA20,Medium,22.6,33.2,27.2,0.0,3.0
Kalimantan Barat,KUBU RAYA,Rasau Jaya,Rasau Jaya Umum,45137,00:32 WIB,NASA-NOAA20,Medium,23.1,31.8,26.6,0.0,2.0
Kalimantan Barat,KETAPANG,Jelai Hulu,Pangkalan Suka,45152,12:59 WIB,NASA-MODIS,Medium,23.3,33.0,27.4,0.0,3.0
Kalimantan Timur,BERAU,Gunung Tabur,Batu-Batu,2023-08-31 00:00:00,21:33 WIB,NASA-MODIS,Medium,25.1,36.2,29.6,0.0,2.0
Kalimantan Barat,KETAPANG,Marau,Batu Payung Dua,2023-06-11 00:00:00,00:52 WIB,NASA-NOAA20,Medium,25.2,33.5,28.6,0.0,3.0
Kalimantan Tengah,BARITO UTARA,Gunung Timang,Walur,45138,13:01 WIB,NASA-MODIS,Medium,23.0,32.6,27.7,0.0,0.0
Kalimantan Barat,KETAPANG,Marau,Batu Payung Dua,45160,01:43 WIB,NASA-NOAA20,Medium,24.2,34.4,28.5,0.0,4.0
Kalimantan Barat,KUBU RAYA,Sungai Raya,Mekar Sari,45135,01:11 WIB,NASA-NOAA20,Medium,23.7,32.8,27.0,0.0,3.0
Kalimantan Barat,KETAPANG,Nanga Tayap,Simpang Tiga Sembelangaan,45132,13:05 WIB,NASA-NOAA20,Medium,24.6,33.6,28.4,0.0,3.0
Kalimantan Barat,KETAPANG,Jelai Hulu,Limpang,45148,13:05 WIB,NASA-NOAA20,Medium,23.8,33.3,27.9,0.0,4.0
Kalimantan Barat,KETAPANG,Simpang Hulu,Kualan Tengah,45150,12:27 WIB,NASA-NOAA20,Medium,22.5,32.3,26.6,0.0,3.0
Kalimantan Barat,KETAPANG,Kendawangan,Banjar Sari,45154,12:55 WIB,NASA-NOAA20,Medium,23.9,33.4,27.9,0.0,3.0
Kalimantan Timur,BERAU,Teluk Bayur,Labanan Makmur,45166,12:29 WIB,NASA-NOAA20,Medium,24.1,32.8,27.8,3.4,2.0
Kalimantan Barat,KETAPANG,Manis Mata,Ratu Elok,45156,01:15 WIB,NASA-NOAA20,Medium,24.0,34.2,28.1,0.0,4.0
Kalimantan Barat,KETAPANG,Tumbang Titi,Batu Beransak,2023-06-27 00:00:00,00:52 WIB,NASA-NOAA20,Medium,23.9,32.9,27.6,0.0,3.0
Kalimantan Barat,KETAPANG,Jelai Hulu,Periangan,45134,13:31 WIB,NASA-MODIS,Medium,24.0,32.6,28.5,0.0,3.0
Kalimantan Barat,SINTANG,Kayan Hilir,Natai Lesung,2023-08-19 00:00:00,13:12 WIB,NASA-MODIS,Medium,23.2,33.5,26.9,0.2,1.0
Kalimantan Barat,KETAPANG,Sungai Laur,Teluk Mutiara,45167,13:50 WIB,NASA-NOAA20,Medium,23.6,34.8,29.0,0.0,4.0
Kalimantan Timur,BERAU,Talisayan,Dumaring,45146,12:04 WIB,NASA-NOAA20,Medium,23.5,36.0,28.7,8888.0,2.0
Kalimantan Barat,KETAPANG,Simpang Hulu,Kenanga,45155,12:33 WIB,NASA-NOAA20,Medium,24.4,33.8,28.0,0.0,3.0
Kalimantan Tengah,BARITO SELATAN,Jenamas,Rantau Bahuang,45158,13:18 WIB,NASA-NOAA20,Medium,23.8,34.8,28.5,0.0,1.0
Kalimantan Timur,BERAU,Pulau Derawan,Teluk Semanting,45162,12:04 WIB,NASA-NOAA20,Medium,23.8,34.5,27.4,8888.0,1.0
Kalimantan Timur,BERAU,Biatan,Bukit Makmur Jaya,45168,12:42 WIB,NASA-MODIS,Medium,24.0,36.2,29.2,0.0,2.0
Kalimantan Timur,BERAU,Tabalar,Tabalar Ulu,45152,00:49 WIB,NASA-NOAA20,Medium,23.8,34.1,27.3,26.7,1.0
Kalimantan Barat,KETAPANG,Nanga Tayap,Kayung Tuhe,45143,13:14 WIB,NASA-MODIS,Medium,24.9,34.2,28.4,0.0,3.0
Kalimantan Barat,KETAPANG,Sungai Laur,Mekar Harapan,45151,13:50 WIB,NASA-NOAA20,Medium,22.6,33.2,27.2,0.0,3.0
