Provinsi,Kab Kota,Kecamatan,Desa,Tanggal,Waktu,Satelit,Confidence,TN,TX,TAVG,RR,FF_AVG
Kalimantan Barat,KETAPANG,Hulu Sungai,Krio Hulu,2023-08-12 00:00:00,13:14 WIB,NASA-MODIS,High,22.5,32.3,26.6,0.0,3.0
Kalimantan Barat,KETAPANG,Matan Hilir Selatan,Sungai Besar,2023-08-13 00:00:00,01:36 WIB,NASA-MODIS,High,22.6,33.2,27.2,0.0,3.0
Kalimantan Barat,KETAPANG,Matan Hilir Selatan,Sungai Pelang,2023-08-13 00:00:00,01:36 WIB,NASA-MODIS,High,22.6,33.2,27.2,0.0,3.0
Kalimantan Barat,KUBU RAYA,Rasau Jaya,Pematang Tujuh,2023-07-27 00:00:00,13:31 WIB,NASA-MODIS,High,23.6,34.0,27.5,0.0,4.0
Kalimantan Barat,KETAPANG,Kendawangan,Seriam,2023-07-30 00:00:00,13:59 WIB,NASA-MODIS,High,23.0,33.8,28.2,0.0,4.0
Kalimantan Barat,KETAPANG,Nanga Tayap,Pangkalan Suka,2023-08-12 00:00:00,12:27 WIB,NASA-NOAA20,High,22.5,32.3,26.6,0.0,3.0
Kalimantan Barat,MELAWI,Sokan,Teluk Pongkal,2023-08-12 00:00:00,13:14 WIB,NASA-MODIS,High,23.0,34.0,27.5,6.7,2.0
Kalimantan Barat,KETAPANG,Tumbang Titi,Mahawa,2023-06-03 00:00:00,13:25 WIB,NASA-MODIS,High,26.1,34.5,29.4,0.0,3.0
Kalimantan Barat,SINTANG,Kayan Hulu,Tanjung Lalau,2023-08-19 00:00:00,13:37 WIB,NASA-NOAA20,High,23.2,33.5,26.9,0.2,1.0
Kalimantan Tengah,KOTAWARINGIN TIMUR,Kota Besi,Palangan,2023-08-26 00:00:00,21:27 WIB,NASA-MODIS,High,22.9,32.5,27.0,0.0,2.0
Kalimantan Barat,KETAPANG,Nanga Tayap,Siantau Raya,2023-08-03 00:00:00,13:29 WIB,NASA-MODIS,High,22.9,34.0,27.6,7.0,3.0
Kalimantan Barat,KETAPANG,Pemahan,Muara Gerunggang,2023-08-03 00:00:00,13:29 WIB,NASA-MODIS,High,22.9,34.0,27.6,7.0,3.0
Kalimantan Barat,SINTANG,Kayan Hulu,Tapang Manua,2023-08-05 00:00:00,13:16 WIB,NASA-MODIS,High,21.8,34.6,27.7,0.0,1.0
Kalimantan Barat,KETAPANG,Simpang Hulu,Kualan Hilir,2023-08-07 00:00:00,13:01 WIB,NASA-MODIS,High,24.3,30.0,27.2,1.5,3.0
Kalimantan Barat,KETAPANG,Simpang Dua,Semandang Kanan,2023-06-10 00:00:00,13:25 WIB,NASA-MODIS,High,24.0,33.8,29.0,0.0,3.0
Kalimantan Barat,KETAPANG,Sungai Melayu Rayak,Sungai Melayu,2023-08-19 00:00:00,21:35 WIB,NASA-MODIS,High,24.3,34.0,28.9,0.0,4.0
Kalimantan Barat,SINTANG,Ketungau Hilir,Pampang Dua,2023-07-29 00:00:00,13:31 WIB,NASA-NOAA20,High,21.3,33.0,27.1,0.0,2.0
Kalimantan Barat,SINTANG,Ketungau Tengah,Begelang Jaya,2023-07-29 00:00:00,13:16 WIB,NASA-MODIS,High,21.3,33.0,27.1,0.0,2.0
Kalimantan Barat,MELAWI,Ella Hilir,Sungai Mentoba,2023-07-19 00:00:00,12:53 WIB,NASA-MODIS,High,23.4,34.3,29.1,0.0,2.0
Kalimantan Barat,KETAPANG,Sungai Laur,Teluk Mutiara,2023-08-19 00:00:00,13:37 WIB,NASA-NOAA20,High,24.3,34.0,28.9,0.0,4.0
Kalimantan Barat,KETAPANG,Tumbang Titi,Nanga Kelampai,2023-08-05 00:00:00,13:14 WIB,NASA-MODIS,High,24.9,34.2,28.4,0.0,3.0
Kalimantan Barat,SINTANG,Ambalau,Nanga Kesange,2023-08-31 00:00:00,13:25 WIB,NASA-MODIS,High,22.6,35.0,28.7,0.0,1.0
Kalimantan Barat,KETAPANG,Matan Hilir Selatan,Sungai Besar,2023-08-20 00:00:00,01:34 WIB,NASA-MODIS,High,24.6,33.8,28.6,0.0,4.0
Kalimantan Barat,SINTANG,Kayan Hilir,Kempas Raya,2023-08-10 00:00:00,13:29 WIB,NASA-MODIS,High,23.4,34.6,27.6,0.0,1.0
Kalimantan Barat,KETAPANG,Hulu Sungai,Krio Hulu,2023-08-17 00:00:00,13:27 WIB,NASA-MODIS,High,24.4,33.8,28.0,0.0,3.0
Kalimantan Barat,SINTANG,Serawai,Mensulung Bio,2023-08-31 00:00:00,13:25 WIB,NASA-MODIS,High,22.6,35.0,28.7,0.0,1.0
Kalimantan Barat,KETAPANG,Matan Hilir Selatan,Sungai Besar,2023-08-15 00:00:00,09:49 WIB,NASA-MODIS,High,23.0,33.4,27.7,0.0,4.0
Kalimantan Barat,SINTANG,Kayan Hilir,Sungai Menuang,2023-08-08 00:00:00,13:44 WIB,NASA-MODIS,High,23.6,33.8,28.0,10.0,1.0
Kalimantan Barat,KETAPANG,Simpang Hulu,Kenanga,2023-07-29 00:00:00,13:16 WIB,NASA-MODIS,High,23.7,33.6,28.3,0.0,4.0
Kalimantan Barat,KETAPANG,Tumbang Titi,Jelayan,2023-08-03 00:00:00,13:37 WIB,NASA-NOAA20,High,22.9,34.0,27.6,7.0,3.0
Kalimantan Barat,SINTANG,Ambalau,Kepala Jungai,2023-08-05 00:00:00,13:16 WIB,NASA-MODIS,High,21.8,34.6,27.7,0.0,1.0
Kalimantan Barat,SINTANG,Serawai,Tanjung Baru,2023-08-19 00:00:00,13:12 WIB,NASA-MODIS,High,23.2,33.5,26.9,0.2,1.0
Kalimantan Barat,KETAPANG,Jelai Hulu,Kusik Batu Lapu,2023-08-03 00:00:00,13:29 WIB,NASA-MODIS,High,22.9,34.0,27.6,7.0,3.0
Kalimantan Timur,BERAU,Kelay,Lesan Dayak,2023-08-07 00:00:00,13:01 WIB,NASA-MODIS,High,25.0,35.1,28.7,8888.0,2.0
Kalimantan Barat,KETAPANG,Simpang Hulu,Legong,2023-07-29 00:00:00,13:16 WIB,NASA-MODIS,High,23.7,33.6,28.3,0.0,4.0
Kalimantan Barat,KETAPANG,Matan Hilir Selatan,Sungai Besar,2023-08-21 00:00:00,12:59 WIB,NASA-NOAA20,High,24.3,33.8,28.6,0.0,4.0
Kalimantan Barat,MELAWI,Pinoh Utara,Senibung,2023-07-27 00:00:00,13:31 WIB,NASA-MODIS,High,23.6,33.2,28.2,0.0,2.0
Kalimantan Barat,SINTANG,Serawai,Nanga Tangoi,2023-08-30 00:00:00,13:31 WIB,NASA-NOAA20,High,22.4,35.0,28.0,0.0,1.0
Kalimantan Barat,SINTANG,Ketungau Tengah,Nanga Kelapan,2023-07-31 00:00:00,13:03 WIB,NASA-MODIS,High,21.2,34.2,27.4,0.0,1.0
Kalimantan Barat,SINTANG,Serawai,Nanga Tekungai,2023-08-19 00:00:00,13:37 WIB,NASA-NOAA20,High,23.2,33.5,26.9,0.2,1.0
Kalimantan Barat,SINTANG,Kayan Hilir,Melingkat,2023-07-29 00:00:00,13:16 WIB,NASA-MODIS,High,21.3,33.0,27.1,0.0,2.0
Kalimantan Barat,KETAPANG,Hulu Sungai,Batu Lapis,2023-08-03 00:00:00,13:29 WIB,NASA-MODIS,High,22.9,34.0,27.6,7.0,3.0
Kalimantan Barat,KETAPANG,Hulu Sungai,Sunge Bengaras,2023-08-12 00:00:00,13:14 WIB,NASA-MODIS,High,22.5,32.3,26.6,0.0,3.0
Kalimantan Barat,KETAPANG,Simpang Hulu,Semandang Hulu,2023-08-19 00:00:00,13:37 WIB,NASA-NOAA20,High,24.3,34.0,28.9,0.0,4.0
Kalimantan Barat,KUBU RAYA,Sungai Raya,Limbung,2023-08-19 00:00:00,21:35 WIB,NASA-MODIS,High,24.0,34.4,27.4,3.4,2.0
Kalimantan Barat,KETAPANG,Simpang Dua,Semandang Kanan,2023-08-28 00:00:00,12:27 WIB,NASA-NOAA20,High,24.2,33.8,28.3,0.0,4.0
Kalimantan Barat,SINTANG,Kayan Hulu,Merah Arai,2023-07-29 00:00:00,13:31 WIB,NASA-NOAA20,High,21.3,33.0,27.1,0.0,2.0
Kalimantan Barat,KUBU RAYA,Sungai Kakap,Pungur Kecil,2023-08-15 00:00:00,13:42 WIB,NASA-MODIS,High,21.8,34.6,26.5,0.0,2.0
Kalimantan Barat,KETAPANG,Jelai Hulu,Semantun,2023-07-27 00:00:00,12:27 WIB,NASA-NOAA20,High,24.0,32.6,28.5,0.0,3.0
Kalimantan Barat,KETAPANG,Matan Hilir Selatan,Pematang Gadung,2023-07-01 00:00:00,13:22 WIB,NASA-MODIS,High,25.0,34.3,28.2,0.0,3.0
Kalimantan Barat,KETAPANG,Matan Hilir Selatan,Pesaguan Kanan,2023-07-19 00:00:00,21:44 WIB,NASA-MODIS,High,25.0,34.2,28.8,0.0,4.0
Kalimantan Barat,KETAPANG,Hulu Sungai,Beginci Darat,2023-08-03 00:00:00,13:37 WIB,NASA-NOAA20,High,22.9,34.0,27.6,7.0,3.0
Kalimantan Barat,SINTANG,Ambalau,Nanga Ambalau,2023-07-31 00:00:00,13:03 WIB,NASA-MODIS,High,21.2,34.2,27.4,0.0,1.0
Kalimantan Barat,MELAWI,Tanah Pinoh Barat,Harapan Jaya,2023-08-07 00:00:00,13:01 WIB,NASA-MODIS,High,22.6,34.0,27.5,0.2,2.0
Kalimantan Barat,SINTANG,Sepauk,Nanga Libau,2023-08-10 00:00:00,13:29 WIB,NASA-MODIS,High,23.4,34.6,27.6,0.0,1.0
Kalimantan Barat,KETAPANG,Simpang Hulu,Balai Pinang Hulu,2023-08-13 00:00:00,12:10 WIB,NASA-NOAA20,High,22.6,33.2,27.2,0.0,3.0
Kalimantan Barat,KETAPANG,Sungai Laur,Lanjut Mekar Sari,2023-08-15 00:00:00,13:42 WIB,NASA-MODIS,High,23.0,33.4,27.7,0.0,4.0
Kalimantan Barat,KETAPANG,Matan Hilir Selatan,Sungai Besar,2023-08-14 00:00:00,21:27 WIB,NASA-MODIS,High,23.3,33.0,27.4,0.0,3.0
Kalimantan Barat,SINTANG,Kayan Hulu,Entogong,2023-08-19 00:00:00,13:37 WIB,NASA-NOAA20,High,23.2,33.5,26.9,0.2,1.0
Kalimantan Barat,KETAPANG,Matan Hilir Selatan,Sungai Pelang,2023-08-14 00:00:00,09:06 WIB,NASA-MODIS,High,23.3,33.0,27.4,0.0,3.0
Kalimantan Barat,KETAPANG,Matan Hilir Selatan,Sungai Pelang,2023-08-20 00:00:00,09:58 WIB,NASA-MODIS,High,24.6,33.8,28.6,0.0,4.0
Kalimantan Barat,KETAPANG,Tumbang Titi,Titi Baru,2023-08-22 00:00:00,13:40 WIB,NASA-MODIS,High,24.2,34.4,28.5,0.0,4.0
Kalimantan Barat,SINTANG,Kayan Hulu,Nanga Toran,2023-07-31 00:00:00,13:03 WIB,NASA-MODIS,High,21.2,34.2,27.4,0.0,1.0
Kalimantan Barat,KETAPANG,Sandai,Randau Jungkal,2023-08-19 00:00:00,13:12 WIB,NASA-MODIS,High,24.3,34.0,28.9,0.0,4.0
Kalimantan Barat,KUBU RAYA,Sungai Raya,Madu Sari,2023-08-12 00:00:00,21:44 WIB,NASA-MODIS,High,23.1,33.0,25.9,0.0,2.0
Kalimantan Barat,KUBU RAYA,Batu Ampar,Batu Ampar,2023-08-29 00:00:00,13:40 WIB,NASA-MODIS,High,23.3,34.6,28.6,0.8,2.0
Kalimantan Barat,KETAPANG,Simpang Hulu,Kualan Hilir,2023-08-12 00:00:00,12:27 WIB,NASA-NOAA20,High,22.5,32.3,26.6,0.0,3.0
Kalimantan Barat,KUBU RAYA,Sungai Kakap,Pungur Besar,2023-07-31 00:00:00,21:44 WIB,NASA-MODIS,High,22.3,33.6,27.2,0.0,2.0
Kalimantan Barat,KETAPANG,Jelai Hulu,Kusik Batu Lapu,2023-08-29 00:00:00,13:50 WIB,NASA-NOAA20,High,23.6,34.8,29.0,0.0,4.0
Kalimantan Barat,KETAPANG,Hulu Sungai,Batu Lapis,2023-08-14 00:00:00,12:59 WIB,NASA-MODIS,High,23.3,33.0,27.4,0.0,3.0
Kalimantan Barat,KETAPANG,Hulu Sungai,Senduruhan,2023-08-17 00:00:00,13:27 WIB,NASA-MODIS,High,24.4,33.8,28.0,0.0,3.0
Kalimantan Barat,KETAPANG,Sungai Laur,Selangkut Raya,2023-08-19 00:00:00,13:12 WIB,NASA-MODIS,High,24.3,34.0,28.9,0.0,4.0
Kalimantan Barat,SINTANG,Ambalau,Dahtah Bungai,2023-08-14 00:00:00,13:31 WIB,NASA-NOAA20,High,22.2,32.4,26.2,0.0,1.0
Kalimantan Barat,KETAPANG,Simpang Dua,Semandang Kanan,2023-08-29 00:00:00,13:50 WIB,NASA-NOAA20,High,23.6,34.8,29.0,0.0,4.0
Kalimantan Barat,SINTANG,Ambalau,Nanga Menantak,2023-08-14 00:00:00,12:59 WIB,NASA-MODIS,High,22.2,32.4,26.2,0.0,1.0
Kalimantan Barat,MELAWI,Tanah Pinoh Barat,Durian Jaya,2023-08-24 00:00:00,13:25 WIB,NASA-MODIS,High,24.8,35.2,28.7,0.2,2.0
Kalimantan Barat,MELAWI,Menukung,Laman Mumbung,2023-08-18 00:00:00,12:16 WIB,NASA-NOAA20,High,24.5,34.0,28.9,0.0,2.0
Kalimantan Barat,SINTANG,Kayan Hilir,Batu Netak,2023-07-31 00:00:00,13:03 WIB,NASA-MODIS,High,21.2,34.2,27.4,0.0,1.0
Kalimantan Barat,SINTANG,Ketungau Tengah,Tirta Karya,2023-08-05 00:00:00,13:16 WIB,NASA-MODIS,High,21.8,34.6,27.7,0.0,1.0
Kalimantan Barat,SINTANG,Ketungau Tengah,Panggi Ruguk,2023-08-31 00:00:00,13:25 WIB,NASA-MODIS,High,22.6,35.0,28.7,0.0,1.0
Kalimantan Barat,KETAPANG,Hulu Sungai,Kenyabur,2023-08-18 00:00:00,12:16 WIB,NASA-NOAA20,High,24.0,34.2,28.1,0.0,4.0
Kalimantan Barat,SINTANG,Ambalau,Nanga Kemangai,2023-08-30 00:00:00,13:31 WIB,NASA-NOAA20,High,22.4,35.0,28.0,0.0,1.0
Kalimantan Timur,BERAU,Pulau Derawan,Teluk Semanting,2023-08-21 00:00:00,12:59 WIB,NASA-MODIS,High,24.0,34.9,27.6,27.4,1.0
Kalimantan Barat,KETAPANG,Matan Hilir Selatan,Sungai Pelang,2023-08-19 00:00:00,09:15 WIB,NASA-MODIS,High,24.3,34.0,28.9,0.0,4.0
Kalimantan Barat,KUBU RAYA,Sungai Kakap,Pungur Kecil,2023-08-12 00:00:00,21:44 WIB,NASA-MODIS,High,23.1,33.0,25.9,0.0,2.0
Kalimantan Barat,KETAPANG,Sungai Melayu Rayak,Sungai Melayu,2023-08-15 00:00:00,13:42 WIB,NASA-MODIS,High,23.0,33.4,27.7,0.0,4.0
Kalimantan Barat,KETAPANG,Simpang Hulu,Kualan Hilir,2023-08-05 00:00:00,13:16 WIB,NASA-MODIS,High,24.9,34.2,28.4,0.0,3.0
Kalimantan Barat,SINTANG,Kayan Hilir,Sungai Garong,2023-07-31 00:00:00,13:03 WIB,NASA-MODIS,High,21.2,34.2,27.4,0.0,1.0
Kalimantan Barat,KETAPANG,Sungai Laur,Bengaras,2023-08-10 00:00:00,13:29 WIB,NASA-MODIS,High,23.8,33.3,27.9,0.0,4.0
Kalimantan Barat,SINTANG,Serawai,Nanga Segulang,2023-08-13 00:00:00,12:10 WIB,NASA-NOAA20,High,22.0,34.2,27.0,0.0,1.0
Kalimantan Barat,KETAPANG,Simpang Hulu,Paoh Concong,2023-08-12 00:00:00,12:27 WIB,NASA-NOAA20,High,22.5,32.3,26.6,0.0,3.0
Kalimantan Barat,SINTANG,Ketungau Hulu,Engkeruh,2023-07-31 00:00:00,13:03 WIB,NASA-MODIS,High,21.2,34.2,27.4,0.0,1.0
Kalimantan Barat,SINTANG,Ketungau Tengah,Margahayu,2023-07-31 00:00:00,13:03 WIB,NASA-MODIS,High,21.2,34.2,27.4,0.0,1.0
Kalimantan Barat,KETAPANG,Sandai,Demit,2023-08-19 00:00:00,13:37 WIB,NASA-NOAA20,High,24.3,34.0,28.9,0.0,4.0
Kalimantan Barat,KUBU RAYA,Sungai Raya,Mekar Sari,2023-08-12 00:00:00,21:44 WIB,NASA-MODIS,High,23.1,33.0,25.9,0.0,2.0
Kalimantan Barat,KETAPANG,Matan Hilir Selatan,Pesaguan Kanan,2023-08-31 00:00:00,13:25 WIB,NASA-MODIS,High,24.1,33.6,28.5,0.0,4.0
Kalimantan Barat,KUBU RAYA,Batu Ampar,Tanjungharapan,2023-08-17 00:00:00,12:33 WIB,NASA-NOAA20,High,23.5,33.6,27.1,0.0,2.0
Kalimantan Barat,KETAPANG,Manis Mata,Pakit Selaba,2023-07-31 00:00:00,13:01 WIB,NASA-MODIS,High,23.6,34.2,28.6,0.0,4.0
Kalimantan Barat,MELAWI,Ella Hilir,Sungai Labuk,2023-08-14 00:00:00,13:31 WIB,NASA-NOAA20,High,23.7,32.2,27.5,0.0,2.0
Kalimantan Barat,KETAPANG,Hulu Sungai,Sekukun,2023-08-24 00:00:00,13:25 WIB,NASA-MODIS,High,24.9,34.0,28.7,4.3,3.0
Kalimantan Barat,KETAPANG,Nanga Tayap,Simpang Tiga Sembelangaan,2023-07-29 00:00:00,13:16 WIB,NASA-MODIS,High,23.7,33.6,28.3,0.0,4.0
Kalimantan Barat,MELAWI,Pinoh Selatan,Nyanggai,2023-08-19 00:00:00,13:12 WIB,NASA-MODIS,High,24.7,35.2,29.2,0.0,1.0
Kalimantan Barat,KETAPANG,Nanga Tayap,Sebadak Raya,2023-08-17 00:00:00,13:27 WIB,NASA-MODIS,High,24.4,33.8,28.0,0.0,3.0
Kalimantan Barat,SAMBAS,Tangaran,Semata,2023-07-31 00:00:00,21:44 WIB,NASA-MODIS,High,23.2,34.2,27.9,0.0,1.0
Kalimantan Barat,SINTANG,Serawai,Muara Kota,2023-08-19 00:00:00,13:12 WIB,NASA-MODIS,High,23.2,33.5,26.9,0.2,1.0
Kalimantan Barat,SINTANG,Ketungau Hilir,Betung Permai,2023-07-27 00:00:00,13:31 WIB,NASA-MODIS,High,22.4,33.4,27.6,0.0,2.0
Kalimantan Barat,SINTANG,Dedai,Kumpang,2023-08-31 00:00:00,13:25 WIB,NASA-MODIS,High,22.6,35.0,28.7,0.0,1.0
Kalimantan Barat,KETAPANG,Hulu Sungai,Sekukun,2023-07-27 00:00:00,12:27 WIB,NASA-NOAA20,High,24.0,32.6,28.5,0.0,3.0
Kalimantan Barat,MELAWI,Menukung,Nusa Poring,2023-08-14 00:00:00,12:59 WIB,NASA-MODIS,High,23.7,32.2,27.5,0.0,2.0
Kalimantan Barat,SINTANG,Ambalau,Buntut Purun,2023-07-29 00:00:00,13:16 WIB,NASA-MODIS,High,21.3,33.0,27.1,0.0,2.0
Kalimantan Barat,KETAPANG,Sungai Laur,Tanjung Maju,2023-08-12 00:00:00,12:27 WIB,NASA-NOAA20,High,22.5,32.3,26.6,0.0,3.0
Kalimantan Barat,SINTANG,Ketungau Hulu,Mungguk Entawak,2023-08-08 00:00:00,13:44 WIB,NASA-MODIS,High,23.6,33.8,28.0,10.0,1.0
Kalimantan Barat,SINTANG,Kayan Hulu,Nanga Ungai,2023-08-04 00:00:00,13:20 WIB,NASA-NOAA20,High,22.6,34.4,28.4,0.0,1.0
Kalimantan Barat,KUBU RAYA,Kuala Mandor B,Kubu Padi,2023-06-21 00:00:00,13:44 WIB,NASA-NOAA20,High,24.0,33.4,27.2,0.0,2.0
Kalimantan Barat,SAMBAS,Teluk Keramat,Sungai Kumpai,2023-07-18 00:00:00,13:46 WIB,NASA-MODIS,High,24.8,33.6,29.1,0.0,1.0
Kalimantan Barat,SINTANG,Sepauk,Bernayau,2023-07-18 00:00:00,13:37 WIB,NASA-NOAA20,High,22.6,33.8,28.0,0.0,2.0
Kalimantan Barat,SINTANG,Kayan Hulu,Nanga Tebidah,2023-08-05 00:00:00,13:16 WIB,NASA-MODIS,High,21.8,34.6,27.7,0.0,1.0
Kalimantan Barat,MELAWI,Menukung,Batu Badak,2023-08-03 00:00:00,13:29 WIB,NASA-MODIS,High,22.6,34.2,27.5,6.6,1.0
Kalimantan Barat,KETAPANG,Simpang Dua,Semandang Kanan,2023-08-21 00:00:00,12:59 WIB,NASA-MODIS,High,24.3,33.8,28.6,0.0,4.0
Kalimantan Barat,SINTANG,Serawai,Nanga Riyoi,2023-08-19 00:00:00,13:12 WIB,NASA-MODIS,High,23.2,33.5,26.9,0.2,1.0
Kalimantan Barat,KETAPANG,Simpang Hulu,Legong,2023-08-12 00:00:00,12:27 WIB,NASA-NOAA20,High,22.5,32.3,26.6,0.0,3.0
Kalimantan Barat,SINTANG,Ketungau Tengah,Margahayu,2023-07-29 00:00:00,13:16 WIB,NASA-MODIS,High,21.3,33.0,27.1,0.0,2.0
Kalimantan Barat,SINTANG,Ketungau Tengah,Kubu Berangan,2023-07-27 00:00:00,13:31 WIB,NASA-MODIS,High,22.4,33.4,27.6,0.0,2.0
Kalimantan Barat,KETAPANG,Nanga Tayap,Tajok Kayong,2023-08-12 00:00:00,13:14 WIB,NASA-MODIS,High,22.5,32.3,26.6,0.0,3.0
Kalimantan Barat,KETAPANG,Sandai,Petai Patah,2023-08-19 00:00:00,13:12 WIB,NASA-MODIS,High,24.3,34.0,28.9,0.0,4.0
Kalimantan Barat,KETAPANG,Matan Hilir Selatan,Sungai Besar,2023-08-19 00:00:00,13:12 WIB,NASA-MODIS,High,24.3,34.0,28.9,0.0,4.0
Kalimantan Barat,KETAPANG,Jelai Hulu,Teluk Runjai,2023-08-05 00:00:00,13:14 WIB,NASA-MODIS,High,24.9,34.2,28.4,0.0,3.0
Kalimantan Barat,SINTANG,Ketungau Hilir,Air Nyuruk,2023-07-27 00:00:00,13:31 WIB,NASA-MODIS,High,22.4,33.4,27.6,0.0,2.0
Kalimantan Barat,MELAWI,Sokan,Teluk Pongkal,2023-08-19 00:00:00,13:12 WIB,NASA-MODIS,High,24.7,35.2,29.2,0.0,1.0
Kalimantan Barat,KETAPANG,Simpang Hulu,Balai Pinang Hulu,2023-08-12 00:00:00,12:27 WIB,NASA-NOAA20,High,22.5,32.3,26.6,0.0,3.0
Kalimantan Barat,SINTANG,Ambalau,Nanga Ukai,2023-08-14 00:00:00,12:59 WIB,NASA-MODIS,High,22.2,32.4,26.2,0.0,1.0
Kalimantan Barat,KUBU RAYA,Sungai Ambawang,Lingga,2023-08-13 00:00:00,13:50 WIB,NASA-NOAA20,High,21.8,34.6,26.6,0.0,2.0
Kalimantan Barat,KETAPANG,Hulu Sungai,Sunge Bengaras,2023-08-24 00:00:00,13:44 WIB,NASA-NOAA20,High,24.9,34.0,28.7,4.3,3.0
Kalimantan Tengah,KOTAWARINGIN TIMUR,Cempaga Hulu,Selucing,2023-08-12 00:00:00,21:44 WIB,NASA-MODIS,High,18.2,32.2,24.5,0.0,1.0
Kalimantan Barat,KETAPANG,Hulu Sungai,Menyumbung,2023-08-13 00:00:00,13:50 WIB,NASA-NOAA20,High,22.6,33.2,27.2,0.0,3.0
Kalimantan Barat,SINTANG,Serawai,Tanjung Baru,2023-08-30 00:00:00,13:31 WIB,NASA-NOAA20,High,22.4,35.0,28.0,0.0,1.0
Kalimantan Barat,SINTANG,Kayan Hulu,Nanga Toran,2023-07-29 00:00:00,13:16 WIB,NASA-MODIS,High,21.3,33.0,27.1,0.0,2.0
Kalimantan Barat,SINTANG,Serawai,Merako Jaya,2023-08-12 00:00:00,13:14 WIB,NASA-MODIS,High,22.0,33.6,26.6,41.7,1.0
Kalimantan Barat,KETAPANG,Jelai Hulu,Penyarang,2023-08-29 00:00:00,13:50 WIB,NASA-NOAA20,High,23.6,34.8,29.0,0.0,4.0
Kalimantan Barat,MELAWI,Sayan,Karangan Purun,2023-08-12 00:00:00,13:14 WIB,NASA-MODIS,High,23.0,34.0,27.5,6.7,2.0
Kalimantan Barat,SINTANG,Kayan Hulu,Nanga Ungai,2023-08-05 00:00:00,13:16 WIB,NASA-MODIS,High,21.8,34.6,27.7,0.0,1.0
Kalimantan Barat,SINTANG,Ambalau,Nanga Pahangan,2023-07-29 00:00:00,13:31 WIB,NASA-NOAA20,High,21.3,33.0,27.1,0.0,2.0
Kalimantan Barat,KUBU RAYA,Sungai Raya,Limbung,2023-08-15 00:00:00,13:42 WIB,NASA-MODIS,High,21.8,34.6,26.5,0.0,2.0
Kalimantan Barat,MELAWI,Sokan,Keluing Taja,2023-08-12 00:00:00,13:14 WIB,NASA-MODIS,High,23.0,34.0,27.5,6.7,2.0
Kalimantan Barat,KUBU RAYA,Sungai Kakap,Pungur Kecil,2023-07-27 00:00:00,13:31 WIB,NASA-MODIS,High,23.6,34.0,27.5,0.0,4.0
Kalimantan Barat,MELAWI,Tanah Pinoh,Keranjik,2023-07-27 00:00:00,13:31 WIB,NASA-MODIS,High,23.6,33.2,28.2,0.0,2.0
Kalimantan Barat,SINTANG,Kayan Hulu,Nanga Abai,2023-07-18 00:00:00,13:37 WIB,NASA-NOAA20,High,22.6,33.8,28.0,0.0,2.0
Kalimantan Barat,SAMBAS,Jawai,Sarang Burung Kuala,2023-08-13 00:00:00,13:57 WIB,NASA-MODIS,High,23.4,33.4,27.7,0.0,1.0
Kalimantan Barat,SINTANG,Serawai,Sawang Senghiang,2023-08-18 00:00:00,12:16 WIB,NASA-NOAA20,High,23.4,34.6,26.9,0.0,2.0
Kalimantan Barat,KETAPANG,Jelai Hulu,Kesuma Jaya,2023-08-10 00:00:00,13:29 WIB,NASA-MODIS,High,23.8,33.3,27.9,0.0,4.0
Kalimantan Barat,SINTANG,Serawai,Rantau Malam,2023-08-30 00:00:00,13:31 WIB,NASA-NOAA20,High,22.4,35.0,28.0,0.0,1.0
Kalimantan Barat,SINTANG,Ketungau Hilir,Beluh Mulyo,2023-07-18 00:00:00,13:37 WIB,NASA-NOAA20,High,22.6,33.8,28.0,0.0,2.0
Kalimantan Barat,MELAWI,Belimbing,Balai Lagas,2023-08-20 00:00:00,13:20 WIB,NASA-NOAA20,High,25.0,34.4,29.4,0.0,2.0
Kalimantan Barat,KETAPANG,Nanga Tayap,Nanga Tayap,2023-08-12 00:00:00,13:14 WIB,NASA-MODIS,High,22.5,32.3,26.6,0.0,3.0
Kalimantan Barat,KETAPANG,Nanga Tayap,Pangkalan Suka,2023-08-13 00:00:00,12:10 WIB,NASA-NOAA20,High,22.6,33.2,27.2,0.0,3.0
Kalimantan Barat,KETAPANG,Kendawangan,Banjar Sari,2023-08-15 00:00:00,13:42 WIB,NASA-MODIS,High,23.0,33.4,27.7,0.0,4.0
Kalimantan Barat,KETAPANG,Nanga Tayap,Kayung Tuhe,2023-08-05 00:00:00,13:14 WIB,NASA-MODIS,High,24.9,34.2,28.4,0.0,3.0
Kalimantan Barat,SAMBAS,Paloh,Mentibar,2023-08-29 00:00:00,21:52 WIB,NASA-MODIS,High,24.7,35.6,29.0,0.0,2.0
Kalimantan Barat,MELAWI,Sokan,Tanjung Mahung,2023-07-31 00:00:00,13:01 WIB,NASA-MODIS,High,22.7,34.2,27.9,0.0,1.0
