Provinsi;Kab Kota;Kecamatan;Desa;Tanggal;Waktu;Satelit;Confidence;Latitude;Longitude;Pulau;Kab Kota Normalized;TN;TX;TAVG;RR;FF_AVG
Kalimantan Barat;SINTANG;Serawai;Tanjung Baru;30/08/2023;13:31 WIB;NASA-NOAA20;High;-0.3009;112403.0;Kalimantan;sintang;22.4;35.0;28.0;0.0;1.0
Kalimantan Barat;KETAPANG;Sungai Laur;Bayun Sari;31/08/2023;13:25 WIB;NASA-MODIS;High;-104518.0;1104186.0;Kalimantan;ketapang;24.1;33.6;28.5;0.0;4.0
Kalimantan Barat;KETAPANG;Hulu Sungai;Beginci Darat;31/08/2023;13:25 WIB;NASA-MODIS;High;-130802.0;11108852.0;Kalimantan;ketapang;24.1;33.6;28.5;0.0;4.0
Kalimantan Barat;KETAPANG;Sungai Laur;Bengaras;31/08/2023;13:25 WIB;NASA-MODIS;High;-0.95059;11049868.0;Kalimantan;ketapang;24.1;33.6;28.5;0.0;4.0
Kalimantan Barat;SINTANG;Ketungau Hulu;Empunak Tapang Keladan;31/08/2023;13:25 WIB;NASA-MODIS;High;0.83965;11103442.0;Kalimantan;sintang;22.6;35.0;28.7;0.0;1.0
Kalimantan Barat;KETAPANG;Sungai Laur;Harapan Baru;31/08/2023;13:25 WIB;NASA-MODIS;High;-0.74488;11051641.0;Kalimantan;ketapang;24.1;33.6;28.5;0.0;4.0
Kalimantan Barat;SINTANG;Ketungau Hulu;Jasa;31/08/2023;13:25 WIB;NASA-MODIS;High;0.98395;11113645.0;Kalimantan;sintang;22.6;35.0;28.7;0.0;1.0
Kalimantan Barat;KETAPANG;Simpang Dua;Kamora;31/08/2023;13:25 WIB;NASA-MODIS;High;-0.95081;11029702.0;Kalimantan;ketapang;24.1;33.6;28.5;0.0;4.0
Kalimantan Barat;MELAWI;Ella Hilir;Kerangan Kora;31/08/2023;21:33 WIB;NASA-MODIS;High;-0.68038;11206375.0;Kalimantan;melawi;24.6;34.9;29.1;0.0;2.0
Kalimantan Barat;KETAPANG;Hulu Sungai;Krio Hulu;31/08/2023;13:25 WIB;NASA-MODIS;High;-0.83388;11086798.0;Kalimantan;ketapang;24.1;33.6;28.5;0.0;4.0
Kalimantan Barat;SINTANG;Dedai;Kumpang;31/08/2023;13:25 WIB;NASA-MODIS;High;-0.05964;11175454.0;Kalimantan;sintang;22.6;35.0;28.7;0.0;1.0
Kalimantan Barat;SINTANG;Ketungau Tengah;Landau Temiang;31/08/2023;13:25 WIB;NASA-MODIS;High;0.72298;11169198.0;Kalimantan;sintang;22.6;35.0;28.7;0.0;1.0
Kalimantan Barat;SINTANG;Kayan Hulu;Lintak Tambuk;31/08/2023;13:25 WIB;NASA-MODIS;High;-0.18068;11219156.0;Kalimantan;sintang;22.6;35.0;28.7;0.0;1.0
Kalimantan Barat;SINTANG;Ambalau;Luting Mingan;31/08/2023;13:25 WIB;NASA-MODIS;High;-0.00246;11260287.0;Kalimantan;sintang;22.6;35.0;28.7;0.0;1.0
Kalimantan Barat;SINTANG;Serawai;Mensulung Bio;31/08/2023;13:25 WIB;NASA-MODIS;High;-0.23603;11257668.0;Kalimantan;sintang;22.6;35.0;28.7;0.0;1.0
Kalimantan Barat;SINTANG;Ketungau Tengah;Mungguk Lawang;31/08/2023;13:25 WIB;NASA-MODIS;High;0.65801;11168311.0;Kalimantan;sintang;22.6;35.0;28.7;0.0;1.0
Kalimantan Barat;SINTANG;Ambalau;Nanga Ambalau;31/08/2023;13:25 WIB;NASA-MODIS;High;-0.27256;11276883.0;Kalimantan;sintang;22.6;35.0;28.7;0.0;1.0
Kalimantan Barat;SINTANG;Ketungau Tengah;Nanga Kelapan;31/08/2023;13:25 WIB;NASA-MODIS;High;0.90998;1113922.0;Kalimantan;sintang;22.6;35.0;28.7;0.0;1.0
Kalimantan Barat;SINTANG;Ambalau;Nanga Kesange;31/08/2023;13:25 WIB;NASA-MODIS;High;-0.24439;11283764.0;Kalimantan;sintang;22.6;35.0;28.7;0.0;1.0
Kalimantan Barat;SINTANG;Kayan Hulu;Nanga Oran;31/08/2023;13:25 WIB;NASA-MODIS;High;-0.13368;11213959.0;Kalimantan;sintang;22.6;35.0;28.7;0.0;1.0
Kalimantan Barat;SINTANG;Ambalau;Nanga Rade;31/08/2023;13:25 WIB;NASA-MODIS;High;-0.04631;11286959.0;Kalimantan;sintang;22.6;35.0;28.7;0.0;1.0
Kalimantan Barat;SINTANG;Serawai;Nanga Tangoi;31/08/2023;13:25 WIB;NASA-MODIS;High;-0.28918;1127168.0;Kalimantan;sintang;22.6;35.0;28.7;0.0;1.0
Kalimantan Barat;SINTANG;Ketungau Tengah;Panggi Agung;31/08/2023;13:25 WIB;NASA-MODIS;High;0.58288;11129928.0;Kalimantan;sintang;22.6;35.0;28.7;0.0;1.0
Kalimantan Barat;SINTANG;Ketungau Tengah;Panggi Ruguk;31/08/2023;13:25 WIB;NASA-MODIS;High;0.64217;11138503.0;Kalimantan;sintang;22.6;35.0;28.7;0.0;1.0
Kalimantan Barat;KETAPANG;Matan Hilir Selatan;Pesaguan Kanan;31/08/2023;13:25 WIB;NASA-MODIS;High;-204738.0;11019016.0;Kalimantan;ketapang;24.1;33.6;28.5;0.0;4.0
Kalimantan Barat;SINTANG;Ketungau Tengah;Radin Jaya;31/08/2023;13:25 WIB;NASA-MODIS;High;0.7697;11157042.0;Kalimantan;sintang;22.6;35.0;28.7;0.0;1.0
Kalimantan Barat;KETAPANG;Sandai;Randau;31/08/2023;13:25 WIB;NASA-MODIS;High;-0.94812;11064699.0;Kalimantan;ketapang;24.1;33.6;28.5;0.0;4.0
Kalimantan Barat;SINTANG;Ketungau Hulu;Sejawak;31/08/2023;13:25 WIB;NASA-MODIS;High;0.88787;11123977.0;Kalimantan;sintang;22.6;35.0;28.7;0.0;1.0
Kalimantan Barat;KETAPANG;Hulu Sungai;Sekukun;31/08/2023;13:25 WIB;NASA-MODIS;High;-128246.0;11081764.0;Kalimantan;ketapang;24.1;33.6;28.5;0.0;4.0
Kalimantan Barat;KETAPANG;Sungai Laur;Sempurna;31/08/2023;13:25 WIB;NASA-MODIS;High;-117736.0;1104029.0;Kalimantan;ketapang;24.1;33.6;28.5;0.0;4.0
Kalimantan Barat;SINTANG;Ketungau Hulu;Sepiluk;31/08/2023;13:25 WIB;NASA-MODIS;High;0.8354;11094198.0;Kalimantan;sintang;22.6;35.0;28.7;0.0;1.0
Kalimantan Barat;KETAPANG;Matan Hilir Selatan;Sungai Besar;31/08/2023;21:33 WIB;NASA-MODIS;High;-19137.0;11015905.0;Kalimantan;ketapang;24.1;33.6;28.5;0.0;4.0
Kalimantan Barat;SINTANG;Kelam Permai;Sungai Labi;31/08/2023;13:25 WIB;NASA-MODIS;High;0.14869;11192061.0;Kalimantan;sintang;22.6;35.0;28.7;0.0;1.0
Kalimantan Barat;KETAPANG;Sungai Laur;Teluk Mutiara;31/08/2023;13:25 WIB;NASA-MODIS;High;-0.84959;1104984.0;Kalimantan;ketapang;24.1;33.6;28.5;0.0;4.0
Kalimantan Barat;SINTANG;Ketungau Tengah;Wana Bhakti;31/08/2023;13:25 WIB;NASA-MODIS;High;0.85187;11149747.0;Kalimantan;sintang;22.6;35.0;28.7;0.0;1.0
Kalimantan Tengah;KOTA PALANGKARAYA;Sabangau;Kelurahan Kalampangan;21/08/2023;12:59 WIB;NASA-NOAA20;Medium;-226004.0;11400372.0;Kalimantan;kota palangkaraya;23.4;35.4;28.4;0.0;2.0
Kalimantan Barat;KETAPANG;Hulu Sungai;Kenyabur;21/08/2023;12:59 WIB;NASA-MODIS;Medium;-0.76556;11088306.0;Kalimantan;ketapang;24.3;33.8;28.6;0.0;4.0
Kalimantan Barat;KUBU RAYA;Batu Ampar;Padang Tikar Satu;21/08/2023;12:59 WIB;NASA-NOAA20;Medium;-0.72579;10926968.0;Kalimantan;kubu raya;24.1;34.4;27.2;0.0;3.0
Kalimantan Timur;BERAU;Sambaliung;Pegat Bukur;21/08/2023;12:59 WIB;NASA-NOAA20;Medium;204869.0;11741747.0;Kalimantan;berau;24.0;34.9;27.6;27.4;1.0
Kalimantan Barat;KUBU RAYA;Kubu;Sungai Bemban;21/08/2023;12:59 WIB;NASA-NOAA20;Medium;-0.36818;10922444.0;Kalimantan;kubu raya;24.1;34.4;27.2;0.0;3.0
Kalimantan Barat;KETAPANG;Matan Hilir Selatan;Sungai Pelang;21/08/2023;12:59 WIB;NASA-MODIS;Medium;-191234.0;11011291.0;Kalimantan;ketapang;24.3;33.8;28.6;0.0;4.0
Kalimantan Barat;KUBU RAYA;Batu Ampar;Sungaijawi;21/08/2023;12:59 WIB;NASA-NOAA20;Medium;-0.80239;10927029.0;Kalimantan;kubu raya;24.1;34.4;27.2;0.0;3.0
Kalimantan Timur;BERAU;Pulau Derawan;Teluk Semanting;21/08/2023;12:59 WIB;NASA-MODIS;High;23325.0;11794444.0;Kalimantan;berau;24.0;34.9;27.6;27.4;1.0
Kalimantan Barat;KUBU RAYA;Batu Ampar;Teluknibung;21/08/2023;12:59 WIB;NASA-NOAA20;Medium;-0.79532;10950181.0;Kalimantan;kubu raya;24.1;34.4;27.2;0.0;3.0
Kalimantan Tengah;KOTAWARINGIN TIMUR;Teluk Sampit;Ujung Pandaran;21/08/2023;12:59 WIB;NASA-NOAA20;Medium;-317383.0;11299387.0;Kalimantan;kotawaringin timur;21.7;33.9;26.7;;2.0
Kalimantan Barat;KETAPANG;Kendawangan;Danau Buntar;22/06/2023;13:37 WIB;NASA-MODIS;Medium;-271002.0;11093557.0;Kalimantan;ketapang;24.7;34.9;29.2;0.0;3.0
Kalimantan Barat;SINTANG;Kayan Hilir;Sungai Meraya;22/06/2023;13:25 WIB;NASA-NOAA20;Medium;-0.00778;11194205.0;Kalimantan;sintang;22.8;34.8;28.3;0.6;1.0
Kalimantan Tengah;KOTAWARINGIN TIMUR;Mentawa Baru Ketapang;Eka Bahurui;22/08/2023;01:19 WIB;NASA-MODIS;High;-261087.0;1129446.0;Kalimantan;kotawaringin timur;22.4;33.1;27.9;;2.0
Kalimantan Tengah;BARITO SELATAN;Jenamas;Tabatan;22/08/2023;12:40 WIB;NASA-NOAA20;Medium;-254952.0;11482484.0;Kalimantan;barito selatan;23.6;33.6;26.9;0.0;2.0
Kalimantan Barat;KUBU RAYA;Batu Ampar;Batu Ampar;23/06/2023;13:05 WIB;NASA-NOAA20;Medium;-0.81408;10967799.0;Kalimantan;kubu raya;23.8;33.0;27.2;52.4;2.0
Kalimantan Barat;SINTANG;Ketungau Hilir;Beluh Mulyo;23/06/2023;13:05 WIB;NASA-NOAA20;Medium;0.43499;11146609.0;Kalimantan;sintang;24.6;34.0;27.8;1.4;1.0
Kalimantan Tengah;KOTAWARINGIN TIMUR;Tualan Hulu;Luwuk Sampun;24/06/2023;12:48 WIB;NASA-NOAA20;Medium;-170568.0;1128084.0;Kalimantan;kotawaringin timur;21.6;33.5;27.3;0.0;1.0
Kalimantan Timur;BERAU;Gunung Tabur;Merancang Ulu;24/06/2023;12:48 WIB;NASA-NOAA20;Medium;222936.0;11766209.0;Kalimantan;berau;24.6;33.8;28.2;0.8;1.0
Kalimantan Barat;SINTANG;Kayan Hulu;Buluh Merindu;24/07/2023;13:25 WIB;NASA-NOAA20;Medium;-0.03122;11210005.0;Kalimantan;sintang;24.5;33.4;27.1;0.2;1.0
Kalimantan Barat;SINTANG;Kayan Hulu;Nanga Payak;24/07/2023;13:25 WIB;NASA-NOAA20;Medium;-0.14549;11199704.0;Kalimantan;sintang;24.5;33.4;27.1;0.2;1.0
Kalimantan Barat;KETAPANG;Hulu Sungai;Kenyabur;24/08/2023;13:25 WIB;NASA-MODIS;Medium;-0.7415;11089623.0;Kalimantan;ketapang;24.9;34.0;28.7;4.3;3.0
Kalimantan Barat;MELAWI;Belimbing;Langan;24/08/2023;13:25 WIB;NASA-MODIS;Medium;-0.42102;11132578.0;Kalimantan;melawi;24.8;35.2;28.7;0.2;2.0
Kalimantan Barat;SINTANG;Serawai;Tanjung Harapan;24/08/2023;13:44 WIB;NASA-NOAA20;Medium;-0.28129;11257384.0;Kalimantan;sintang;23.6;34.5;28.1;0.1;1.0
Kalimantan Barat;KETAPANG;Tumbang Titi;Jungkal;25/07/2023;13:05 WIB;NASA-NOAA20;Medium;-198909.0;11049667.0;Kalimantan;ketapang;24.6;33.6;28.4;0.0;3.0
Kalimantan Tengah;KOTAWARINGIN BARAT;Arut Selatan;Kenambui;25/07/2023;13:05 WIB;NASA-NOAA20;Medium;-234544.0;11165225.0;Kalimantan;kotawaringin barat;23.0;32.7;27.4;0.0;2.0
Kalimantan Barat;SINTANG;Ambalau;Pulou Sabhang;25/07/2023;13:05 WIB;NASA-NOAA20;Medium;-0.10985;11274922.0;Kalimantan;sintang;23.0;33.9;27.6;1.0;1.0
Kalimantan Barat;SAMBAS;Selakau Timur;Selakau Tua;25/07/2023;13:08 WIB;NASA-NOAA20;Medium;101994.0;1090759.0;Kalimantan;sambas;25.2;34.6;29.0;0.0;2.0
Kalimantan Barat;KETAPANG;Simpang Dua;Semandang Kanan;25/07/2023;13:05 WIB;NASA-NOAA20;Medium;-0.84245;11035908.0;Kalimantan;ketapang;24.6;33.6;28.4;0.0;3.0
Kalimantan Barat;KETAPANG;Nanga Tayap;Sungai Kelik;25/07/2023;13:05 WIB;NASA-NOAA20;Medium;-165897.0;11036684.0;Kalimantan;ketapang;24.6;33.6;28.4;0.0;3.0
Kalimantan Barat;SINTANG;Kayan Hilir;Sungai Sintang;25/07/2023;13:05 WIB;NASA-NOAA20;Medium;0.12414;11205112.0;Kalimantan;sintang;23.0;33.9;27.6;1.0;1.0
Kalimantan Barat;KUBU RAYA;Batu Ampar;Sungaibesar;25/07/2023;13:05 WIB;NASA-NOAA20;Medium;-0.78145;10925867.0;Kalimantan;kubu raya;23.6;33.8;27.4;0.0;2.0
Kalimantan Barat;KETAPANG;Jelai Hulu;Teluk Runjai;25/07/2023;13:05 WIB;NASA-NOAA20;Medium;-199134.0;11077235.0;Kalimantan;ketapang;24.6;33.6;28.4;0.0;3.0
Kalimantan Tengah;BARITO SELATAN;Jenamas;Tabatan;25/08/2023;00:45 WIB;NASA-NOAA20;Medium;-256222.0;11479794.0;Kalimantan;barito selatan;23.9;33.4;27.4;36.0;1.0
Kalimantan Barat;KETAPANG;Air Upas;Harapan Baru;26/06/2023;01:11 WIB;NASA-NOAA20;Medium;-222897.0;11083983.0;Kalimantan;ketapang;24.0;32.4;28.0;0.0;2.0
Kalimantan Barat;SINTANG;Sintang;Tertung;26/06/2023;01:11 WIB;NASA-NOAA20;Medium;0.01469;11155705.0;Kalimantan;sintang;24.3;34.4;27.7;49.3;0.0
Kalimantan Barat;KETAPANG;Marau;Batu Payung Dua;26/07/2023;12:48 WIB;NASA-NOAA20;Medium;-205352.0;1105676.0;Kalimantan;ketapang;24.5;33.2;28.3;0.0;3.0
Kalimantan Barat;KAPUAS HULU;Jongkong;Jongkong Pasar;26/07/2023;12:48 WIB;NASA-NOAA20;Medium;0.61924;11226475.0;Kalimantan;kapuas hulu;24.1;35.3;29.2;;0.0
Kalimantan Barat;SINTANG;Ketungau Tengah;Kubu Berangan;26/07/2023;12:48 WIB;NASA-NOAA20;Medium;0.82685;11135219.0;Kalimantan;sintang;23.8;33.6;28.2;0.0;2.0
Kalimantan Barat;KAPUAS HULU;Boyan Tanjung;Nanga Jemah;26/07/2023;12:50 WIB;NASA-MODIS;Medium;0.31714;11245532.0;Kalimantan;kapuas hulu;24.1;35.3;29.2;;0.0
Kalimantan Barat;KAPUAS HULU;Silat Hilir;Rumbih;26/07/2023;12:50 WIB;NASA-MODIS;Medium;0.22164;11192316.0;Kalimantan;kapuas hulu;24.1;35.3;29.2;;0.0
Kalimantan Barat;KAPUAS HULU;Bunut Hulu;Selaup;26/07/2023;12:48 WIB;NASA-NOAA20;Medium;0.44204;11276105.0;Kalimantan;kapuas hulu;24.1;35.3;29.2;;0.0
Kalimantan Barat;KETAPANG;Nanga Tayap;Simpang Tiga Sembelangaan;26/07/2023;12:48 WIB;NASA-NOAA20;Medium;-143595.0;11030978.0;Kalimantan;ketapang;24.5;33.2;28.3;0.0;3.0
Kalimantan Barat;KAPUAS HULU;Putussibau Utara;Tanjung Karang;26/07/2023;12:50 WIB;NASA-MODIS;Medium;0.85503;11298668.0;Kalimantan;kapuas hulu;24.1;35.3;29.2;;0.0
Kalimantan Barat;KAPUAS HULU;Putussibau Utara;Tanjung Lasa;26/07/2023;12:48 WIB;NASA-NOAA20;Medium;101647.0;11297242.0;Kalimantan;kapuas hulu;24.1;35.3;29.2;;0.0
Kalimantan Barat;SINTANG;Kayan Hilir;Tanjung Putar;26/07/2023;12:48 WIB;NASA-NOAA20;Medium;0.00376;11192925.0;Kalimantan;sintang;23.8;33.6;28.2;0.0;2.0
Kalimantan Barat;MELAWI;Pinoh Utara;Tengkajau;26/07/2023;12:48 WIB;NASA-NOAA20;Medium;-0.22696;1117468.0;Kalimantan;melawi;24.5;33.6;28.4;;2.0
Kalimantan Selatan;KOTA BANJARBARU;Liang Anggang;Kelurahan Landasan Ulin Utara;26/08/2023;13:10 WIB;NASA-MODIS;Medium;-33779.0;1147204.0;Kalimantan;kota banjarbaru;23.2;33.4;;;2.0
Kalimantan Tengah;KOTAWARINGIN TIMUR;Kota Besi;Palangan;26/08/2023;21:27 WIB;NASA-MODIS;High;-233081.0;1127568.0;Kalimantan;kotawaringin timur;22.9;32.5;27.0;0.0;2.0
Kalimantan Barat;SAMBAS;Sajingan Besar;Santaban;26/08/2023;13:08 WIB;NASA-NOAA20;Medium;164116.0;10951164.0;Kalimantan;sambas;23.6;33.4;28.0;0.0;1.0
Kalimantan Tengah;KOTAWARINGIN TIMUR;Mentaya Hilir Selatan;Sebamban;26/08/2023;13:10 WIB;NASA-MODIS;Medium;-293005.0;11288824.0;Kalimantan;kotawaringin timur;22.9;32.5;27.0;0.0;2.0
Kalimantan Utara;NUNUKAN;Sebuku;Tetaban;26/08/2023;13:08 WIB;NASA-NOAA20;High;406282.0;11690282.0;Kalimantan;nunukan;24.8;32.9;28.5;8888.0;2.0
Kalimantan Barat;KETAPANG;Tumbang Titi;Batu Beransak;27/06/2023;00:52 WIB;NASA-NOAA20;Medium;-184051.0;11071021.0;Kalimantan;ketapang;23.9;32.9;27.6;0.0;3.0
Kalimantan Tengah;KOTAWARINGIN TIMUR;Mentaya Hulu;Tanjung Bantur;27/06/2023;21:29 WIB;NASA-MODIS;High;-209216.0;11251619.0;Kalimantan;kotawaringin timur;20.8;34.1;26.6;8888.0;1.0
Kalimantan Barat;SINTANG;Kayan Hilir;Ipoh Emang;27/07/2023;12:27 WIB;NASA-NOAA20;Medium;-0.0443;11182484.0;Kalimantan;sintang;22.4;33.4;27.6;0.0;2.0
Kalimantan Barat;KAPUAS HULU;Bika;Jongkong Manday;27/07/2023;12:29 WIB;NASA-NOAA20;Medium;0.72663;11280861.0;Kalimantan;kapuas hulu;23.9;35.1;29.2;;0.0
Kalimantan Barat;KETAPANG;Hulu Sungai;Kenyabur;27/07/2023;12:27 WIB;NASA-NOAA20;Medium;-0.53475;1111953.0;Kalimantan;ketapang;24.0;32.6;28.5;0.0;3.0
Kalimantan Barat;SINTANG;Ambalau;Nanga Menantak;27/07/2023;13:31 WIB;NASA-MODIS;Medium;-0.25945;11297945.0;Kalimantan;sintang;22.4;33.4;27.6;0.0;2.0
Kalimantan Barat;MELAWI;Ella Hilir;Nanga Nuak;27/07/2023;12:27 WIB;NASA-NOAA20;Medium;-0.39903;11212041.0;Kalimantan;melawi;23.6;33.2;28.2;0.0;2.0
Kalimantan Barat;SINTANG;Ambalau;Nanga Sake;27/07/2023;12:27 WIB;NASA-NOAA20;Medium;-0.03714;11275983.0;Kalimantan;sintang;22.4;33.4;27.6;0.0;2.0
Kalimantan Barat;MELAWI;Menukung;Oyah;27/07/2023;13:31 WIB;NASA-MODIS;Medium;-0.38554;11224223.0;Kalimantan;melawi;23.6;33.2;28.2;0.0;2.0
Kalimantan Barat;KAPUAS HULU;Pengkadan;Pinang Laka;27/07/2023;12:27 WIB;NASA-NOAA20;Medium;0.4847;112312.0;Kalimantan;kapuas hulu;23.9;35.1;29.2;;0.0
Kalimantan Barat;SAMBAS;Sajingan Besar;Senatab;27/07/2023;01:28 WIB;NASA-NOAA20;Medium;164676.0;1095516.0;Kalimantan;sambas;24.4;34.5;28.7;0.0;2.0
Kalimantan Barat;KAPUAS HULU;Putussibau Utara;Tanjung Karang;27/07/2023;13:31 WIB;NASA-MODIS;Medium;0.8581;1130022.0;Kalimantan;kapuas hulu;23.9;35.1;29.2;;0.0
Kalimantan Barat;SAMBAS;Paloh;Temajuk;27/07/2023;09:58 WIB;NASA-MODIS;Medium;194632.0;1094437.0;Kalimantan;sambas;24.4;34.5;28.7;0.0;2.0
Kalimantan Tengah;BARITO SELATAN;Dusun Selatan;Baru;27/08/2023;12:46 WIB;NASA-NOAA20;Medium;-177479.0;11476895.0;Kalimantan;barito selatan;23.2;34.6;28.2;0.0;1.0
Kalimantan Tengah;BARITO SELATAN;Karau Kuala;Malitin;27/08/2023;12:46 WIB;NASA-NOAA20;Medium;-189786.0;11489728.0;Kalimantan;barito selatan;23.2;34.6;28.2;0.0;1.0
Kalimantan Tengah;BARITO SELATAN;Dusun Utara;Reong;27/08/2023;12:48 WIB;NASA-NOAA20;Medium;-139508.0;11483261.0;Kalimantan;barito selatan;23.2;34.6;28.2;0.0;1.0
Kalimantan Tengah;KOTAWARINGIN TIMUR;Mentaya Hilir Selatan;Sei Ijum Raya;27/08/2023;09:47 WIB;NASA-MODIS;Medium;-293617.0;11290868.0;Kalimantan;kotawaringin timur;23.2;34.5;28.5;0.0;2.0
Kalimantan Barat;KETAPANG;Nanga Tayap;Sepakat Jaya;27/08/2023;12:48 WIB;NASA-NOAA20;Medium;-144664.0;11060015.0;Kalimantan;ketapang;23.6;32.4;28.3;0.0;3.0
Kalimantan Barat;KETAPANG;Tumbang Titi;Serengkah Kanan;27/08/2023;12:48 WIB;NASA-NOAA20;Medium;-176575.0;11074144.0;Kalimantan;ketapang;23.6;32.4;28.3;0.0;3.0
Kalimantan Tengah;KOTAWARINGIN TIMUR;Mentawa Baru Ketapang;Kelurahan Pasir Putih;28/06/2023;00:32 WIB;NASA-NOAA20;Medium;-247303.0;11281952.0;Kalimantan;kotawaringin timur;21.7;34.3;28.0;0.0;1.0
Kalimantan Tengah;KOTAWARINGIN BARAT;Kumai;Sungai Bakau;28/06/2023;09:51 WIB;NASA-MODIS;Medium;-295079.0;11161621.0;Kalimantan;kotawaringin barat;23.6;33.5;28.4;0.0;2.0
Kalimantan Barat;MELAWI;Belimbing Hulu;Kayu Bunga;28/07/2023;13:50 WIB;NASA-NOAA20;Medium;-0.51095;11157635.0;Kalimantan;melawi;23.5;32.3;27.3;;2.0
Kalimantan Barat;KETAPANG;Hulu Sungai;Senduruhan;28/07/2023;13:50 WIB;NASA-NOAA20;Medium;-0.99733;1107764.0;Kalimantan;ketapang;23.3;33.4;27.8;0.0;4.0
Kalimantan Barat;SINTANG;Sungai Tebelian;Bancoh;28/08/2023;12:27 WIB;NASA-NOAA20;Medium;-0.12582;11158544.0;Kalimantan;sintang;22.0;33.2;26.8;0.4;1.0
Kalimantan Selatan;KOTA BANJARBARU;Cempaka;Kelurahan Cempaka;28/08/2023;12:55 WIB;NASA-MODIS;Medium;-353107.0;11487859.0;Kalimantan;kota banjarbaru;21.6;34.7;;0.0;3.0
Kalimantan Barat;SAMBAS;Subah;Balai Gemuruh;29/06/2023;12:53 WIB;NASA-NOAA20;Medium;114869.0;1094437.0;Kalimantan;sambas;24.7;34.6;28.8;0.7;1.0
Kalimantan Barat;MELAWI;Menukung;Batas Nangka;29/06/2023;12:53 WIB;NASA-NOAA20;Medium;-0.31451;11234037.0;Kalimantan;melawi;25.3;33.4;28.9;0.0;2.0
Kalimantan Tengah;KOTAWARINGIN BARAT;Kotawaringin Lama;Kelurahan Kotawaringin Hilir;29/06/2023;12:55 WIB;NASA-NOAA20;Medium;-256877.0;11142502.0;Kalimantan;kotawaringin barat;24.2;32.5;27.5;2.6;1.0
Kalimantan Barat;SINTANG;Ketungau Tengah;Argo Mulyo;29/07/2023;13:16 WIB;NASA-MODIS;Medium;0.64113;11141168.0;Kalimantan;sintang;21.3;33.0;27.1;0.0;2.0
Kalimantan Barat;KETAPANG;Kendawangan;Banjar Sari;29/07/2023;13:31 WIB;NASA-NOAA20;Medium;-250301.0;11024655.0;Kalimantan;ketapang;23.7;33.6;28.3;0.0;4.0
Kalimantan Barat;MELAWI;Tanah Pinoh;Bata Luar;29/07/2023;13:31 WIB;NASA-NOAA20;Medium;-0.85917;11146667.0;Kalimantan;melawi;22.5;33.8;27.0;;2.0
Kalimantan Barat;SINTANG;Ketungau Hulu;Bekuan Luyang;29/07/2023;13:31 WIB;NASA-NOAA20;Medium;0.96479;11100057.0;Kalimantan;sintang;21.3;33.0;27.1;0.0;2.0
Kalimantan Barat;SINTANG;Kelam Permai;Bengkuang;29/07/2023;13:31 WIB;NASA-NOAA20;Medium;0.1588;11188893.0;Kalimantan;sintang;21.3;33.0;27.1;0.0;2.0
Kalimantan Barat;SINTANG;Kayan Hulu;Buluh Merindu;29/07/2023;13:16 WIB;NASA-MODIS;Medium;-0.04378;11209534.0;Kalimantan;sintang;21.3;33.0;27.1;0.0;2.0
Kalimantan Barat;SAMBAS;Jawai;Lambau;29/07/2023;00:49 WIB;NASA-NOAA20;Medium;137569.0;10912709.0;Kalimantan;sambas;23.4;34.3;28.3;0.0;1.0
Kalimantan Utara;NUNUKAN;Krayan Tengah;Long Mutan;29/07/2023;11:51 WIB;NASA-NOAA20;High;371272.0;11585788.0;Kalimantan;nunukan;24.9;32.4;28.2;0.0;2.0
Kalimantan Barat;KETAPANG;Simpang Hulu;Merawa;29/07/2023;13:16 WIB;NASA-MODIS;Medium;-0.51488;11041457.0;Kalimantan;ketapang;23.7;33.6;28.3;0.0;4.0
Kalimantan Barat;KETAPANG;Simpang Hulu;Semandang Kiri;29/07/2023;13:31 WIB;NASA-NOAA20;Medium;-0.64659;11044869.0;Kalimantan;ketapang;23.7;33.6;28.3;0.0;4.0
Kalimantan Barat;KETAPANG;Matan Hilir Selatan;Sungai Besar;29/07/2023;13:16 WIB;NASA-MODIS;Medium;-191842.0;11017577.0;Kalimantan;ketapang;23.7;33.6;28.3;0.0;4.0
Kalimantan Barat;KUBU RAYA;Sungai Raya;Sungaiasam;29/07/2023;09:38 WIB;NASA-MODIS;Medium;-0.25832;10951056.0;Kalimantan;kubu raya;22.9;32.5;26.8;0.0;2.0
Kalimantan Tengah;KOTAWARINGIN TIMUR;Antang Kalang;Tumbang Sepayang;29/07/2023;13:16 WIB;NASA-MODIS;Medium;-16496.0;11264183.0;Kalimantan;kotawaringin timur;21.8;33.2;27.4;;2.0
Kalimantan Tengah;KOTAWARINGIN TIMUR;Mentaya Hilir Utara;Bagendang Tengah;29/08/2023;01:11 WIB;NASA-NOAA20;Medium;-265163.0;11283739.0;Kalimantan;kotawaringin timur;23.6;34.0;27.7;;2.0
Kalimantan Barat;KETAPANG;Simpang Hulu;Balai Pinang;29/08/2023;13:50 WIB;NASA-NOAA20;Medium;-0.49587;11039798.0;Kalimantan;ketapang;23.6;34.8;29.0;0.0;4.0
Kalimantan Tengah;KOTAWARINGIN TIMUR;Telawang;Kenyala;29/08/2023;21:50 WIB;NASA-MODIS;High;-229047.0;11270644.0;Kalimantan;kotawaringin timur;23.6;34.0;27.7;;2.0
