Provinsi;Kab Kota;Kecamatan;Desa;Tanggal;Waktu;Satelit;Confidence;Latitude;Longitude;Pulau;Kab Kota Normalized;TN;TX;TAVG;RR;FF_AVG
Kalimantan Barat;KETAPANG;Kendawangan;Sungai Jelayan;08/08/2023;13:44 WIB;NASA-NOAA20;High;-215165.0;11044567.0;Kalimantan;ketapang;24.4;34.0;28.7;8888.0;3.0
Kalimantan Barat;SINTANG;Kayan Hilir;Sungai Menuang;08/08/2023;13:44 WIB;NASA-MODIS;High;-0.18167;11197513.0;Kalimantan;sintang;23.6;33.8;28.0;10.0;1.0
Kalimantan Barat;KETAPANG;Matan Hilir Selatan;Pesaguan Kanan;09/08/2023;21:18 WIB;NASA-MODIS;High;-205032.0;11020304.0;Kalimantan;ketapang;23.5;33.4;28.1;0.0;3.0
Kalimantan Barat;KETAPANG;Jelai Hulu;Air Dua;10/08/2023;13:29 WIB;NASA-MODIS;High;-195063.0;11080393.0;Kalimantan;ketapang;23.8;33.3;27.9;0.0;4.0
Kalimantan Barat;MELAWI;Tanah Pinoh;Bata Luar;10/08/2023;13:29 WIB;NASA-MODIS;High;-0.87162;11144932.0;Kalimantan;melawi;24.5;34.0;27.6;;2.0
Kalimantan Barat;KETAPANG;Sungai Laur;Bengaras;10/08/2023;13:29 WIB;NASA-MODIS;High;-0.98826;11051582.0;Kalimantan;ketapang;23.8;33.3;27.9;0.0;4.0
Kalimantan Barat;MELAWI;Tanah Pinoh;Bina Karya;10/08/2023;13:29 WIB;NASA-MODIS;High;-0.79555;11158697.0;Kalimantan;melawi;24.5;34.0;27.6;;2.0
Kalimantan Barat;SINTANG;Kayan Hilir;Kempas Raya;10/08/2023;13:29 WIB;NASA-MODIS;High;0.0318;11195676.0;Kalimantan;sintang;23.4;34.6;27.6;0.0;1.0
Kalimantan Barat;KETAPANG;Manis Mata;Kemuning;10/08/2023;13:29 WIB;NASA-MODIS;High;-221544.0;11095163.0;Kalimantan;ketapang;23.8;33.3;27.9;0.0;4.0
Kalimantan Barat;KETAPANG;Jelai Hulu;Kesuma Jaya;10/08/2023;13:29 WIB;NASA-MODIS;High;-193556.0;11084126.0;Kalimantan;ketapang;23.8;33.3;27.9;0.0;4.0
Kalimantan Barat;MELAWI;Sayan;Madya Raya;10/08/2023;13:29 WIB;NASA-MODIS;High;-0.89052;11163491.0;Kalimantan;melawi;24.5;34.0;27.6;;2.0
Kalimantan Barat;KETAPANG;Tumbang Titi;Nanga Kelampai;10/08/2023;13:29 WIB;NASA-MODIS;High;-192573.0;11046712.0;Kalimantan;ketapang;23.8;33.3;27.9;0.0;4.0
Kalimantan Barat;SINTANG;Sepauk;Nanga Libau;10/08/2023;13:29 WIB;NASA-MODIS;High;-0.15037;11115012.0;Kalimantan;sintang;23.4;34.6;27.6;0.0;1.0
Kalimantan Barat;SINTANG;Ketungau Hilir;Nanga Merkak;10/08/2023;13:29 WIB;NASA-MODIS;High;0.53832;11151018.0;Kalimantan;sintang;23.4;34.6;27.6;0.0;1.0
Kalimantan Barat;MELAWI;Ella Hilir;Perembang Nyuruh;10/08/2023;09:38 WIB;NASA-MODIS;High;-0.5683;11212706.0;Kalimantan;melawi;24.5;34.0;27.6;;2.0
Kalimantan Barat;KETAPANG;Matan Hilir Selatan;Pesaguan Kanan;10/08/2023;01:09 WIB;NASA-MODIS;High;-205213.0;11021556.0;Kalimantan;ketapang;23.8;33.3;27.9;0.0;4.0
Kalimantan Barat;KETAPANG;Simpang Dua;Semandang Kanan;10/08/2023;13:29 WIB;NASA-MODIS;High;-0.70995;1102693.0;Kalimantan;ketapang;23.8;33.3;27.9;0.0;4.0
Kalimantan Barat;KUBU RAYA;Sungai Raya;Madu Sari;11/08/2023;12:48 WIB;NASA-NOAA20;High;-0.11076;10945754.0;Kalimantan;kubu raya;23.8;32.0;26.4;0.1;2.0
Kalimantan Barat;KETAPANG;Simpang Hulu;Balai Pinang Hulu;12/08/2023;12:27 WIB;NASA-NOAA20;High;-0.61344;11037876.0;Kalimantan;ketapang;22.5;32.3;26.6;0.0;3.0
Kalimantan Barat;KETAPANG;Nanga Tayap;Batu Mas;12/08/2023;12:27 WIB;NASA-NOAA20;High;-168093.0;11055894.0;Kalimantan;ketapang;22.5;32.3;26.6;0.0;3.0
Kalimantan Barat;KETAPANG;Sungai Laur;Bayun Sari;12/08/2023;13:14 WIB;NASA-MODIS;High;-103598.0;11044279.0;Kalimantan;ketapang;22.5;32.3;26.6;0.0;3.0
Kalimantan Barat;KETAPANG;Simpang Hulu;Botuh Bosi;12/08/2023;12:27 WIB;NASA-NOAA20;High;-0.56581;11037728.0;Kalimantan;ketapang;22.5;32.3;26.6;0.0;3.0
Kalimantan Barat;KETAPANG;Sungai Laur;Harapan Baru;12/08/2023;13:14 WIB;NASA-MODIS;High;-0.76258;11050636.0;Kalimantan;ketapang;22.5;32.3;26.6;0.0;3.0
Kalimantan Barat;MELAWI;Tanah Pinoh Barat;Harapan Jaya;12/08/2023;13:14 WIB;NASA-MODIS;High;-0.71045;11135867.0;Kalimantan;melawi;23.0;34.0;27.5;6.7;2.0
Kalimantan Barat;KETAPANG;Sungai Melayu Rayak;Jairan Jaya;12/08/2023;12:27 WIB;NASA-NOAA20;High;-1754.0;11043411.0;Kalimantan;ketapang;22.5;32.3;26.6;0.0;3.0
Kalimantan Barat;MELAWI;Sayan;Karangan Purun;12/08/2023;13:14 WIB;NASA-MODIS;High;-0.66249;11162373.0;Kalimantan;melawi;23.0;34.0;27.5;6.7;2.0
Kalimantan Barat;MELAWI;Tanah Pinoh Barat;Keluas Hulu;12/08/2023;13:14 WIB;NASA-MODIS;High;-0.71211;11134699.0;Kalimantan;melawi;23.0;34.0;27.5;6.7;2.0
Kalimantan Barat;MELAWI;Sokan;Keluing Taja;12/08/2023;13:14 WIB;NASA-MODIS;High;-101714.0;11143281.0;Kalimantan;melawi;23.0;34.0;27.5;6.7;2.0
Kalimantan Barat;KETAPANG;Simpang Hulu;Kenanga;12/08/2023;13:14 WIB;NASA-MODIS;High;-0.61767;11057073.0;Kalimantan;ketapang;22.5;32.3;26.6;0.0;3.0
Kalimantan Barat;KETAPANG;Jelai Hulu;Kesuma Jaya;12/08/2023;13:14 WIB;NASA-MODIS;High;-193869.0;11085857.0;Kalimantan;ketapang;22.5;32.3;26.6;0.0;3.0
Kalimantan Barat;KETAPANG;Hulu Sungai;Krio Hulu;12/08/2023;13:14 WIB;NASA-MODIS;High;-0.90246;11081082.0;Kalimantan;ketapang;22.5;32.3;26.6;0.0;3.0
Kalimantan Barat;KETAPANG;Simpang Hulu;Kualan Hilir;12/08/2023;12:27 WIB;NASA-NOAA20;High;-0.546;11018581.0;Kalimantan;ketapang;22.5;32.3;26.6;0.0;3.0
Kalimantan Barat;KETAPANG;Simpang Hulu;Kualan Tengah;12/08/2023;12:27 WIB;NASA-NOAA20;High;-0.45112;11035359.0;Kalimantan;ketapang;22.5;32.3;26.6;0.0;3.0
Kalimantan Barat;KETAPANG;Simpang Hulu;Legong;12/08/2023;12:27 WIB;NASA-NOAA20;High;-0.59092;11052996.0;Kalimantan;ketapang;22.5;32.3;26.6;0.0;3.0
Kalimantan Barat;KETAPANG;Jelai Hulu;Limpang;12/08/2023;13:14 WIB;NASA-MODIS;High;-187883.0;11082427.0;Kalimantan;ketapang;22.5;32.3;26.6;0.0;3.0
Kalimantan Barat;KUBU RAYA;Sungai Raya;Madu Sari;12/08/2023;21:44 WIB;NASA-MODIS;High;-0.10841;10944904.0;Kalimantan;kubu raya;23.1;33.0;25.9;0.0;2.0
Kalimantan Barat;KUBU RAYA;Sungai Raya;Mekar Sari;12/08/2023;21:44 WIB;NASA-MODIS;High;-0.23899;10944361.0;Kalimantan;kubu raya;23.1;33.0;25.9;0.0;2.0
Kalimantan Barat;SINTANG;Serawai;Mentajoi;12/08/2023;13:14 WIB;NASA-MODIS;High;-0.3933;11261835.0;Kalimantan;sintang;22.0;33.6;26.6;41.7;1.0
Kalimantan Barat;KETAPANG;Sungai Laur;Merabu Jaya;12/08/2023;13:14 WIB;NASA-MODIS;High;-0.6947;11067935.0;Kalimantan;ketapang;22.5;32.3;26.6;0.0;3.0
Kalimantan Barat;SINTANG;Serawai;Merako Jaya;12/08/2023;13:14 WIB;NASA-MODIS;High;-0.33069;1126586.0;Kalimantan;sintang;22.0;33.6;26.6;41.7;1.0
Kalimantan Barat;MELAWI;Ella Hilir;Nanga Ella Hilir;12/08/2023;13:14 WIB;NASA-MODIS;High;-0.42699;11205335.0;Kalimantan;melawi;23.0;34.0;27.5;6.7;2.0
Kalimantan Barat;MELAWI;Belimbing;Nanga Pau;12/08/2023;13:14 WIB;NASA-MODIS;High;-0.52109;11146729.0;Kalimantan;melawi;23.0;34.0;27.5;6.7;2.0
Kalimantan Barat;MELAWI;Sayan;Nanga Sayan;12/08/2023;13:14 WIB;NASA-MODIS;High;-0.70689;11166354.0;Kalimantan;melawi;23.0;34.0;27.5;6.7;2.0
Kalimantan Barat;KETAPANG;Nanga Tayap;Nanga Tayap;12/08/2023;13:14 WIB;NASA-MODIS;High;-155847.0;11056763.0;Kalimantan;ketapang;22.5;32.3;26.6;0.0;3.0
Kalimantan Barat;KETAPANG;Nanga Tayap;Pangkalan Suka;12/08/2023;12:27 WIB;NASA-NOAA20;High;-135492.0;11058876.0;Kalimantan;ketapang;22.5;32.3;26.6;0.0;3.0
Kalimantan Barat;KETAPANG;Simpang Hulu;Paoh Concong;12/08/2023;12:27 WIB;NASA-NOAA20;High;-0.70491;11041566.0;Kalimantan;ketapang;22.5;32.3;26.6;0.0;3.0
Kalimantan Barat;KUBU RAYA;Sungai Kakap;Pungur Kecil;12/08/2023;21:44 WIB;NASA-MODIS;High;-0.12587;10932504.0;Kalimantan;kubu raya;23.1;33.0;25.9;0.0;2.0
Kalimantan Barat;KETAPANG;Sandai;Sandai;12/08/2023;13:14 WIB;NASA-MODIS;High;-128757.0;11053839.0;Kalimantan;ketapang;22.5;32.3;26.6;0.0;3.0
Kalimantan Barat;KETAPANG;Nanga Tayap;Sebadak Raya;12/08/2023;12:27 WIB;NASA-NOAA20;High;-140518.0;11075702.0;Kalimantan;ketapang;22.5;32.3;26.6;0.0;3.0
Kalimantan Barat;KETAPANG;Simpang Dua;Semandang Kanan;12/08/2023;12:27 WIB;NASA-NOAA20;High;-0.72818;11033591.0;Kalimantan;ketapang;22.5;32.3;26.6;0.0;3.0
Kalimantan Barat;KETAPANG;Simpang Hulu;Semandang Kiri;12/08/2023;12:27 WIB;NASA-NOAA20;High;-0.64068;11041276.0;Kalimantan;ketapang;22.5;32.3;26.6;0.0;3.0
Kalimantan Barat;KETAPANG;Kendawangan;Seriam;12/08/2023;12:27 WIB;NASA-NOAA20;High;-27051.0;11041655.0;Kalimantan;ketapang;22.5;32.3;26.6;0.0;3.0
Kalimantan Barat;KETAPANG;Hulu Sungai;Sunge Bengaras;12/08/2023;13:14 WIB;NASA-MODIS;High;-0.82327;11079257.0;Kalimantan;ketapang;22.5;32.3;26.6;0.0;3.0
Kalimantan Barat;KETAPANG;Nanga Tayap;Tajok Kayong;12/08/2023;13:14 WIB;NASA-MODIS;High;-156733.0;11058235.0;Kalimantan;ketapang;22.5;32.3;26.6;0.0;3.0
Kalimantan Barat;MELAWI;Sokan;Tanjung Mahung;12/08/2023;13:14 WIB;NASA-MODIS;High;-101552.0;11144393.0;Kalimantan;melawi;23.0;34.0;27.5;6.7;2.0
Kalimantan Barat;KETAPANG;Sungai Laur;Tanjung Maju;12/08/2023;12:27 WIB;NASA-NOAA20;High;-0.69011;11047625.0;Kalimantan;ketapang;22.5;32.3;26.6;0.0;3.0
Kalimantan Barat;KETAPANG;Jelai Hulu;Tebing Berseri;12/08/2023;12:27 WIB;NASA-NOAA20;High;-197571.0;1108521.0;Kalimantan;ketapang;22.5;32.3;26.6;0.0;3.0
Kalimantan Barat;MELAWI;Sokan;Teluk Pongkal;12/08/2023;13:14 WIB;NASA-MODIS;High;-0.94916;11140452.0;Kalimantan;melawi;23.0;34.0;27.5;6.7;2.0
Kalimantan Barat;KETAPANG;Jelai Hulu;Air Dua;13/08/2023;13:50 WIB;NASA-NOAA20;High;-19597.0;11081621.0;Kalimantan;ketapang;22.6;33.2;27.2;0.0;3.0
Kalimantan Barat;KETAPANG;Simpang Hulu;Balai Pinang Hulu;13/08/2023;12:10 WIB;NASA-NOAA20;High;-0.58489;11041836.0;Kalimantan;ketapang;22.6;33.2;27.2;0.0;3.0
Kalimantan Barat;KETAPANG;Hulu Sungai;Batu Lapis;13/08/2023;12:10 WIB;NASA-NOAA20;High;-126081.0;11097064.0;Kalimantan;ketapang;22.6;33.2;27.2;0.0;3.0
Kalimantan Barat;SINTANG;Serawai;Bedaha;13/08/2023;13:50 WIB;NASA-NOAA20;High;-0.28604;11249729.0;Kalimantan;sintang;22.0;34.2;27.0;0.0;1.0
Kalimantan Barat;SINTANG;Ambalau;Deme;13/08/2023;12:10 WIB;NASA-NOAA20;High;-0.18219;11303003.0;Kalimantan;sintang;22.0;34.2;27.0;0.0;1.0
Kalimantan Barat;MELAWI;Tanah Pinoh Barat;Durian Jaya;13/08/2023;13:50 WIB;NASA-NOAA20;High;-0.78523;11140145.0;Kalimantan;melawi;23.1;34.5;28.1;;1.0
Kalimantan Barat;MELAWI;Pinoh Utara;Engkurai;13/08/2023;13:50 WIB;NASA-NOAA20;High;-0.2827;11193931.0;Kalimantan;melawi;23.1;34.5;28.1;;1.0
Kalimantan Barat;KETAPANG;Air Upas;Harapan Baru;13/08/2023;13:50 WIB;NASA-NOAA20;High;-218086.0;11091259.0;Kalimantan;ketapang;22.6;33.2;27.2;0.0;3.0
Kalimantan Barat;MELAWI;Ella Hilir;Kahiya;13/08/2023;01:11 WIB;NASA-NOAA20;High;-0.49729;11196352.0;Kalimantan;melawi;23.1;34.5;28.1;;1.0
Kalimantan Barat;KETAPANG;Simpang Hulu;Kenanga;13/08/2023;13:57 WIB;NASA-MODIS;High;-0.62972;11055357.0;Kalimantan;ketapang;22.6;33.2;27.2;0.0;3.0
Kalimantan Barat;KETAPANG;Hulu Sungai;Krio Hulu;13/08/2023;13:50 WIB;NASA-NOAA20;High;-0.87841;11085763.0;Kalimantan;ketapang;22.6;33.2;27.2;0.0;3.0
Kalimantan Barat;KETAPANG;Simpang Hulu;Kualan Hulu;13/08/2023;13:50 WIB;NASA-NOAA20;High;-0.46742;11055602.0;Kalimantan;ketapang;22.6;33.2;27.2;0.0;3.0
Kalimantan Barat;KETAPANG;Simpang Hulu;Labai Hilir;13/08/2023;13:57 WIB;NASA-MODIS;High;-0.5022;11000619.0;Kalimantan;ketapang;22.6;33.2;27.2;0.0;3.0
Kalimantan Barat;SAMBAS;Jawai;Lambau;13/08/2023;13:52 WIB;NASA-NOAA20;High;136993.0;10914436.0;Kalimantan;sambas;23.4;33.4;27.7;0.0;1.0
Kalimantan Barat;KETAPANG;Simpang Hulu;Legong;13/08/2023;12:10 WIB;NASA-NOAA20;High;-0.62559;11050977.0;Kalimantan;ketapang;22.6;33.2;27.2;0.0;3.0
Kalimantan Barat;SINTANG;Serawai;Limbur Bernaung Lestari;13/08/2023;12:10 WIB;NASA-NOAA20;High;-0.16496;1125703.0;Kalimantan;sintang;22.0;34.2;27.0;0.0;1.0
Kalimantan Barat;KUBU RAYA;Sungai Ambawang;Lingga;13/08/2023;13:50 WIB;NASA-NOAA20;High;-0.05587;10958996.0;Kalimantan;kubu raya;21.8;34.6;26.6;0.0;2.0
Kalimantan Barat;KUBU RAYA;Sungai Raya;Madu Sari;13/08/2023;01:34 WIB;NASA-MODIS;High;-0.10403;10945484.0;Kalimantan;kubu raya;21.8;34.6;26.6;0.0;2.0
Kalimantan Barat;SINTANG;Serawai;Mensulung Bio;13/08/2023;12:10 WIB;NASA-NOAA20;High;-0.23427;11260754.0;Kalimantan;sintang;22.0;34.2;27.0;0.0;1.0
Kalimantan Barat;KETAPANG;Hulu Sungai;Menyumbung;13/08/2023;13:50 WIB;NASA-NOAA20;High;-103508.0;11075727.0;Kalimantan;ketapang;22.6;33.2;27.2;0.0;3.0
Kalimantan Barat;KETAPANG;Sungai Laur;Merabu Jaya;13/08/2023;12:10 WIB;NASA-NOAA20;High;-0.65681;11067886.0;Kalimantan;ketapang;22.6;33.2;27.2;0.0;3.0
Kalimantan Barat;MELAWI;Belimbing;Nanga Pau;13/08/2023;12:10 WIB;NASA-NOAA20;High;-0.47141;11142316.0;Kalimantan;melawi;23.1;34.5;28.1;;1.0
Kalimantan Barat;MELAWI;Sayan;Nanga Raku;13/08/2023;13:50 WIB;NASA-NOAA20;High;-0.75993;11178667.0;Kalimantan;melawi;23.1;34.5;28.1;;1.0
Kalimantan Barat;SINTANG;Serawai;Nanga Segulang;13/08/2023;12:10 WIB;NASA-NOAA20;High;-0.48268;11249033.0;Kalimantan;sintang;22.0;34.2;27.0;0.0;1.0
Kalimantan Barat;MELAWI;Sokan;Nanga Tangkit;13/08/2023;13:50 WIB;NASA-NOAA20;High;-105758.0;11147807.0;Kalimantan;melawi;23.1;34.5;28.1;;1.0
Kalimantan Barat;KETAPANG;Benua Kayong;Negeri Baru;13/08/2023;13:50 WIB;NASA-NOAA20;High;-188715.0;11008078.0;Kalimantan;ketapang;22.6;33.2;27.2;0.0;3.0
Kalimantan Barat;MELAWI;Menukung;Nusa Poring;13/08/2023;13:50 WIB;NASA-NOAA20;High;-0.46962;11235312.0;Kalimantan;melawi;23.1;34.5;28.1;;1.0
Kalimantan Barat;KETAPANG;Nanga Tayap;Pangkalan Suka;13/08/2023;12:10 WIB;NASA-NOAA20;High;-128706.0;11059909.0;Kalimantan;ketapang;22.6;33.2;27.2;0.0;3.0
Kalimantan Barat;SAMBAS;Jawai;Pelimpaan;13/08/2023;13:57 WIB;NASA-MODIS;High;136375.0;10914398.0;Kalimantan;sambas;23.4;33.4;27.7;0.0;1.0
Kalimantan Barat;MELAWI;Tanah Pinoh Barat;Pelita Jaya;13/08/2023;13:50 WIB;NASA-NOAA20;High;-0.75083;11153062.0;Kalimantan;melawi;23.1;34.5;28.1;;1.0
Kalimantan Barat;KETAPANG;Sandai;Petai Patah;13/08/2023;13:50 WIB;NASA-NOAA20;High;-118045.0;11060133.0;Kalimantan;ketapang;22.6;33.2;27.2;0.0;3.0
Kalimantan Barat;KUBU RAYA;Sungai Kakap;Pungur Kecil;13/08/2023;10:04 WIB;NASA-MODIS;High;-0.13049;10933752.0;Kalimantan;kubu raya;21.8;34.6;26.6;0.0;2.0
Kalimantan Barat;KETAPANG;Sandai;Randau Jungkal;13/08/2023;13:50 WIB;NASA-NOAA20;High;-117895.0;11069051.0;Kalimantan;ketapang;22.6;33.2;27.2;0.0;3.0
Kalimantan Barat;KETAPANG;Jelai Hulu;Riam Danau Kanan;13/08/2023;13:50 WIB;NASA-NOAA20;High;-195355.0;11085262.0;Kalimantan;ketapang;22.6;33.2;27.2;0.0;3.0
Kalimantan Barat;KETAPANG;Sandai;Sandai;13/08/2023;12:10 WIB;NASA-NOAA20;High;-12826.0;1105991.0;Kalimantan;ketapang;22.6;33.2;27.2;0.0;3.0
Kalimantan Barat;KETAPANG;Sandai;Sandai Kiri;13/08/2023;13:57 WIB;NASA-MODIS;High;-125143.0;11050417.0;Kalimantan;ketapang;22.6;33.2;27.2;0.0;3.0
Kalimantan Barat;SAMBAS;Jawai;Sarang Burung Kuala;13/08/2023;13:57 WIB;NASA-MODIS;High;137582.0;10914225.0;Kalimantan;sambas;23.4;33.4;27.7;0.0;1.0
Kalimantan Barat;KETAPANG;Simpang Hulu;Sekucing Labai;13/08/2023;12:10 WIB;NASA-NOAA20;High;-0.47078;11033096.0;Kalimantan;ketapang;22.6;33.2;27.2;0.0;3.0
Kalimantan Barat;KETAPANG;Simpang Hulu;Semandang Hulu;13/08/2023;13:57 WIB;NASA-MODIS;High;-0.55932;11049343.0;Kalimantan;ketapang;22.6;33.2;27.2;0.0;3.0
Kalimantan Barat;SAMBAS;Teluk Keramat;Sungai Baru;13/08/2023;13:57 WIB;NASA-MODIS;High;137832.0;10915936.0;Kalimantan;sambas;23.4;33.4;27.7;0.0;1.0
Kalimantan Barat;KETAPANG;Matan Hilir Selatan;Sungai Besar;13/08/2023;01:36 WIB;NASA-MODIS;High;-190271.0;11015113.0;Kalimantan;ketapang;22.6;33.2;27.2;0.0;3.0
Kalimantan Barat;KETAPANG;Sungai Laur;Sungai Daka;13/08/2023;13:50 WIB;NASA-NOAA20;High;-100303.0;1104999.0;Kalimantan;ketapang;22.6;33.2;27.2;0.0;3.0
Kalimantan Barat;KETAPANG;Matan Hilir Selatan;Sungai Pelang;13/08/2023;01:36 WIB;NASA-MODIS;High;-189217.0;11014307.0;Kalimantan;ketapang;22.6;33.2;27.2;0.0;3.0
Kalimantan Barat;SINTANG;Serawai;Teluk Harapan;13/08/2023;12:10 WIB;NASA-NOAA20;High;-0.48555;11248781.0;Kalimantan;sintang;22.0;34.2;27.0;0.0;1.0
Kalimantan Barat;KETAPANG;Tumbang Titi;Titi Baru;13/08/2023;13:50 WIB;NASA-NOAA20;High;-18622.0;11062466.0;Kalimantan;ketapang;22.6;33.2;27.2;0.0;3.0
Kalimantan Barat;MELAWI;Tanah Pinoh Barat;Togan Baru;13/08/2023;13:50 WIB;NASA-NOAA20;High;-0.78797;11138425.0;Kalimantan;melawi;23.1;34.5;28.1;;1.0
Kalimantan Barat;KETAPANG;Hulu Sungai;Batu Lapis;14/08/2023;12:59 WIB;NASA-MODIS;High;-128657.0;11092463.0;Kalimantan;ketapang;23.3;33.0;27.4;0.0;3.0
Kalimantan Barat;KETAPANG;Nanga Tayap;Betenung;14/08/2023;12:59 WIB;NASA-MODIS;High;-157379.0;11076942.0;Kalimantan;ketapang;23.3;33.0;27.4;0.0;3.0
Kalimantan Barat;MELAWI;Pinoh Selatan;Bina Jaya;14/08/2023;13:31 WIB;NASA-NOAA20;High;-0.48808;11193858.0;Kalimantan;melawi;23.7;32.2;27.5;0.0;2.0
Kalimantan Barat;SINTANG;Ambalau;Dahtah Bungai;14/08/2023;13:31 WIB;NASA-NOAA20;High;-0.27271;11285573.0;Kalimantan;sintang;22.2;32.4;26.2;0.0;1.0
Kalimantan Barat;SINTANG;Ambalau;Jengkarang;14/08/2023;12:59 WIB;NASA-MODIS;High;-0.02179;11294991.0;Kalimantan;sintang;22.2;32.4;26.2;0.0;1.0
Kalimantan Barat;KETAPANG;Pemahan;Lalang Panjang;14/08/2023;13:31 WIB;NASA-NOAA20;High;-176642.0;11056435.0;Kalimantan;ketapang;23.3;33.0;27.4;0.0;3.0
Kalimantan Barat;SINTANG;Ambalau;Nanga Kesange;14/08/2023;12:59 WIB;NASA-MODIS;High;-0.25799;11283456.0;Kalimantan;sintang;22.2;32.4;26.2;0.0;1.0
Kalimantan Barat;MELAWI;Sayan;Nanga Kompi;14/08/2023;13:31 WIB;NASA-NOAA20;High;-0.8704;11168844.0;Kalimantan;melawi;23.7;32.2;27.5;0.0;2.0
Kalimantan Barat;SINTANG;Ambalau;Nanga Menantak;14/08/2023;12:59 WIB;NASA-MODIS;High;-0.2324;11300796.0;Kalimantan;sintang;22.2;32.4;26.2;0.0;1.0
Kalimantan Barat;MELAWI;Sayan;Nanga Raku;14/08/2023;13:31 WIB;NASA-NOAA20;High;-0.77684;11176398.0;Kalimantan;melawi;23.7;32.2;27.5;0.0;2.0
Kalimantan Barat;SINTANG;Ambalau;Nanga Ukai;14/08/2023;12:59 WIB;NASA-MODIS;High;-0.23701;11297671.0;Kalimantan;sintang;22.2;32.4;26.2;0.0;1.0
Kalimantan Barat;MELAWI;Menukung;Nusa Poring;14/08/2023;12:59 WIB;NASA-MODIS;High;-0.51781;11231774.0;Kalimantan;melawi;23.7;32.2;27.5;0.0;2.0
Kalimantan Barat;KETAPANG;Matan Hilir Selatan;Sungai Besar;14/08/2023;21:27 WIB;NASA-MODIS;High;-190589.0;11012971.0;Kalimantan;ketapang;23.3;33.0;27.4;0.0;3.0
Kalimantan Barat;MELAWI;Ella Hilir;Sungai Labuk;14/08/2023;13:31 WIB;NASA-NOAA20;High;-0.64312;11211993.0;Kalimantan;melawi;23.7;32.2;27.5;0.0;2.0
Kalimantan Barat;KETAPANG;Matan Hilir Selatan;Sungai Nanjung;14/08/2023;21:27 WIB;NASA-MODIS;High;-214584.0;11012077.0;Kalimantan;ketapang;23.3;33.0;27.4;0.0;3.0
Kalimantan Barat;KETAPANG;Matan Hilir Selatan;Sungai Pelang;14/08/2023;09:06 WIB;NASA-MODIS;High;-190019.0;11012794.0;Kalimantan;ketapang;23.3;33.0;27.4;0.0;3.0
Kalimantan Barat;KUBU RAYA;Sungai Raya;Sungaiasam;14/08/2023;21:27 WIB;NASA-MODIS;High;-0.29163;10953075.0;Kalimantan;kubu raya;22.7;33.4;26.6;0.0;2.0
Kalimantan Barat;KETAPANG;Kendawangan;Banjar Sari;15/08/2023;13:42 WIB;NASA-MODIS;High;-247571.0;11024128.0;Kalimantan;ketapang;23.0;33.4;27.7;0.0;4.0
Kalimantan Barat;KETAPANG;Sungai Laur;Bayun Sari;15/08/2023;13:12 WIB;NASA-NOAA20;High;-101534.0;11047895.0;Kalimantan;ketapang;23.0;33.4;27.7;0.0;4.0
Kalimantan Barat;KETAPANG;Hulu Sungai;Cinta Manis;15/08/2023;13:42 WIB;NASA-MODIS;High;-116431.0;1107957.0;Kalimantan;ketapang;23.0;33.4;27.7;0.0;4.0
Kalimantan Barat;KETAPANG;Simpang Hulu;Kualan Hilir;15/08/2023;13:42 WIB;NASA-MODIS;High;-0.54815;11019765.0;Kalimantan;ketapang;23.0;33.4;27.7;0.0;4.0
Kalimantan Barat;KETAPANG;Sungai Laur;Lanjut Mekar Sari;15/08/2023;13:42 WIB;NASA-MODIS;High;-0.94564;11054272.0;Kalimantan;ketapang;23.0;33.4;27.7;0.0;4.0
Kalimantan Barat;KUBU RAYA;Sungai Raya;Limbung;15/08/2023;13:42 WIB;NASA-MODIS;High;-0.16541;10936442.0;Kalimantan;kubu raya;21.8;34.6;26.5;0.0;2.0
Kalimantan Barat;KUBU RAYA;Sungai Kakap;Pungur Besar;15/08/2023;13:42 WIB;NASA-MODIS;High;-0.21906;10925423.0;Kalimantan;kubu raya;21.8;34.6;26.5;0.0;2.0
Kalimantan Barat;KUBU RAYA;Sungai Kakap;Pungur Kecil;15/08/2023;13:42 WIB;NASA-MODIS;High;-0.13895;1093507.0;Kalimantan;kubu raya;21.8;34.6;26.5;0.0;2.0
Kalimantan Barat;KETAPANG;Hulu Sungai;Senduruhan;15/08/2023;13:42 WIB;NASA-MODIS;High;-100704.0;11068059.0;Kalimantan;ketapang;23.0;33.4;27.7;0.0;4.0
Kalimantan Barat;KETAPANG;Matan Hilir Selatan;Sungai Besar;15/08/2023;09:49 WIB;NASA-MODIS;High;-191113.0;11013929.0;Kalimantan;ketapang;23.0;33.4;27.7;0.0;4.0
Kalimantan Barat;KETAPANG;Sungai Melayu Rayak;Sungai Melayu;15/08/2023;13:42 WIB;NASA-MODIS;High;-184374.0;11035623.0;Kalimantan;ketapang;23.0;33.4;27.7;0.0;4.0
Kalimantan Barat;KETAPANG;Matan Hilir Selatan;Sungai Pelang;15/08/2023;09:49 WIB;NASA-MODIS;High;-190051.0;11013097.0;Kalimantan;ketapang;23.0;33.4;27.7;0.0;4.0
Kalimantan Barat;KUBU RAYA;Sungai Raya;Sungaiasam;15/08/2023;01:21 WIB;NASA-MODIS;High;-0.29591;10954209.0;Kalimantan;kubu raya;21.8;34.6;26.5;0.0;2.0
